World rank,Company,Country,Region,Industry,R&D 2017/18 (€mn),R&D one-year growth (%),Net sales (€mn),Net sales one-year growth (%),R&D intensity (%),Capex (€mn),Capex one-year growth (%),Capex intensity (%),Op.profits (€mn),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€mn),Market cap one-year growth (%)
1341,INSULET,US,US,Health Care Equipment & Services,62.1,33.6,386.7,26.4,16.1,64.4,249.2,16.7,-6.2,-31.0,-1.6,857,33.9,2810.8,39.1
1342,MYRIAD GENETICS,US,US,Pharmaceuticals & Biotechnology,62.0,5.4,644.2,0.2,9.6,7.0,37.7,1.1,99.0,140.3,15.4,2400,0.0,1739.9,48.2
1343,WEST JAPAN RAILWAY,Japan,Japan,Travel & Leisure,62.0,-7.7,11081.5,4.1,0.6,1489.7,-3.4,13.4,1395.7,10.3,12.6,47869,1.0,11433.7,34.9
1344,TATE & LYLE,UK,EU,Food Producers,62.0,-12.7,3053.1,-1.7,2.0,125.1,-12.6,4.1,325.6,12.5,10.7,4192,1.1,3586.0,-7.0
1345,TELIT COMMUNICATIONS,UK,EU,Technology Hardware & Equipment,61.9,43.3,312.3,1.2,19.8,8.5,14.0,2.7,-41.4,-356.5,-13.3,1030,6.0,240.0,-24.4
1346,TINTRI,US,US,Software & Computer Services,61.8,38.7,105.0,0.6,58.9,5.3,47.9,5.1,-123.9,47.4,-118.0,445,-15.6,154.2,
1347,TRINET GROUP,US,US,Support Services,61.7,40.3,2730.8,7.0,2.3,31.7,-5.0,1.2,180.9,75.1,6.6,2700,3.8,2067.2,68.1
1348,SILICON WORKS,South Korea,RoW,Electronic & Electrical Equipment,61.7,50.5,539.6,13.6,11.4,3.8,33.3,0.7,35.5,-10.1,6.6,,,555.5,53.6
1349,OKI ELECTRIC,Japan,Japan,Technology Hardware & Equipment,61.7,-18.7,3235.0,-3.0,1.9,50.2,-22.5,1.6,57.0,203.3,1.8,18978,-2.5,972.7,9.4
1350,FUJI MACHINE MANUFACTURING,Japan,Japan,Electronic & Electrical Equipment,61.7,23.0,886.5,38.9,7.0,47.1,-1.8,5.3,168.6,133.3,19.0,2229,5.3,1400.2,63.5
1351,ARCELIK,Turkey,RoW,Household Goods & Home Construction,61.6,34.3,4602.9,29.5,1.3,,,,330.0,6.6,7.2,30054,13.7,3581.8,13.4
1352,AVAST HOLDING,Netherlands,EU,Software & Computer Services,61.6,60.8,544.5,160.2,11.3,8.4,17.4,1.5,103.4,24.5,19.0,1464,-12.0,,
1353,FORMFACTOR,US,US,Technology Hardware & Equipment,61.5,-50.1,457.3,42.9,13.5,14.8,54.1,3.2,39.3,-267.0,8.6,1685,7.3,913.4,50.0
1354,TRANSDIGM,US,US,Aerospace & Defence,61.5,25.9,2921.9,10.5,2.1,59.2,61.5,2.0,1259.8,14.0,43.1,9200,-1.1,11307.0,-10.7
1355,LENNOX INTERNATIONAL,US,US,Construction & Materials,61.4,13.9,3201.5,5.4,1.9,82.0,16.6,2.6,398.9,13.1,12.5,11450,8.0,5829.0,-0.2
1356,UNIMICRON TECHNOLOGY,Taiwan,RoW,Electronic & Electrical Equipment,61.4,12.1,1815.6,3.8,3.4,278.1,111.0,15.3,57.6,69.7,3.2,27617,11.2,736.9,32.9
1357,SUZHOU KEDA TECHNOLOGY,China,China,Technology Hardware & Equipment,61.3,19.5,228.5,27.2,26.8,7.2,30.3,3.1,39.5,145.5,17.3,3646,6.8,267.0,
1358,DONG-A ST,South Korea,RoW,Pharmaceuticals & Biotechnology,61.3,13.2,432.3,-1.0,14.2,9.0,-47.6,2.1,18.6,60.8,4.3,,,549.2,-19.7
1359,AGENUS,US,US,Pharmaceuticals & Biotechnology,61.2,1.2,35.8,89.9,171.2,2.6,-75.1,7.3,-86.6,-3.4,-242.1,255,0.0,306.8,-31.7
1360,TELENAV,US,US,Technology Hardware & Equipment,61.0,6.1,141.4,-7.5,43.1,1.0,-69.4,0.7,-34.1,13.8,-24.1,746,28.0,238.2,14.7
1361,HANGZHOU SUNYARD SYSTEM ENGINEERING,China,China,Software & Computer Services,60.9,31.2,166.7,-4.7,36.6,1.6,29.2,0.9,-25.2,-242.0,-15.1,7163,12.5,777.4,-33.3
1362,LION BIOTECHNOLOGIES,US,US,Pharmaceuticals & Biotechnology,60.9,160.4,,,,0.9,-32.4,,-77.4,73.2,,63,23.5,300.5,-22.6
1363,SHANDONG LINGLONG TYRE,China,China,Automobiles & Parts,60.8,33.3,1749.4,33.6,3.5,177.1,36.7,10.1,204.1,18.5,11.7,13331,10.0,1007.5,8.9
1364,DIGITAL CHINA INFORMATION SERVICE,China,China,Media,60.8,11.3,1044.1,2.2,5.8,11.8,-57.3,1.1,60.7,16.0,5.8,9942,16.5,,
1365,SHAN DONG SUN PAPER INDUSTRY JOINT STOCK,China,China,General Industrials,60.7,6.2,2385.1,31.0,2.5,509.6,137.8,21.4,455.5,73.8,19.1,7554,10.4,2777.9,46.1
1366,HUBSPOT,US,US,Software & Computer Services,60.7,53.6,313.2,38.6,19.4,16.9,28.4,5.4,-33.5,-10.1,-10.7,2081,30.3,2264.5,37.8
1367,HUGO BOSS,Germany,EU,Personal Goods,60.7,-1.7,2732.6,1.5,2.2,91.0,-25.1,3.3,341.1,29.4,12.5,13985,1.4,5041.1,31.0
1368,TRIUMPH,US,US,Aerospace & Defence,60.7,-35.3,2667.3,-9.4,2.3,35.1,-18.9,1.3,-264.6,-368.5,-9.9,13554,-5.3,1088.2,-17.3
1369,ALARM.COM,US,US,Software & Computer Services,60.7,64.3,282.6,29.8,21.5,8.7,15.6,3.1,27.8,137.4,9.8,784,29.2,1749.5,67.6
1370,INNOSPEC,US,US,Chemicals,60.5,17.3,1089.6,47.9,5.5,19.4,41.2,1.8,110.4,24.0,10.1,1900,5.6,1117.0,-5.7
1371,JUST RACING,UK,EU,Travel & Leisure,60.5,444.2,50.6,13.0,119.5,0.9,-56.7,1.8,-29.2,-3241.9,-57.8,112,40.0,,
1372,FINGERPRINT CARDS,Sweden,EU,Electronic & Electrical Equipment,60.4,65.1,301.3,-55.3,20.1,3.2,43.4,1.1,22.9,-91.2,7.6,415,35.6,1136.6,-67.6
1373,PAUL HARTMANN,Germany,EU,Health Care Equipment & Services,60.3,2.4,2058.6,3.6,2.9,65.7,-3.4,3.2,141.0,11.5,6.8,10764,3.8,1545.4,8.2
1374,SIGMA DESIGNS,US,US,Technology Hardware & Equipment,60.3,-2.3,55.0,-51.0,109.7,10.2,14.7,18.6,-90.1,286.1,-163.9,409,-43.0,200.7,-14.4
1375,LINGYUN INDUSTRIAL,China,China,Automobiles & Parts,60.3,18.1,1435.1,29.9,4.2,104.1,22.7,7.3,100.8,35.8,7.0,9768,1.5,962.0,
1376,KAKEN PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,60.2,26.4,727.0,-3.0,8.3,12.5,-22.0,1.7,203.1,-10.5,27.9,1389,-1.1,2078.5,-0.5
1377,SNAP-ON,US,US,Household Goods & Home Construction,60.2,12.5,3335.5,7.8,1.8,68.4,10.4,2.0,735.8,3.2,22.1,12600,4.1,7085.6,-4.6
1378,ADURO BIOTECH,US,US,Pharmaceuticals & Biotechnology,60.2,94.8,14.4,-66.0,418.5,4.3,-78.4,29.9,-88.8,48.1,-617.5,162,2.5,755.9,-0.6
1379,CELANESE,US,US,Chemicals,60.0,-7.7,5119.7,13.9,1.2,222.6,8.5,4.3,804.6,6.5,15.7,7592,4.1,11126.1,43.1
1380,JIANGSU ZHONGLI GROUP,China,China,General Industrials,60.0,12.1,2468.5,73.0,2.4,46.9,-59.0,1.9,215.1,170.3,8.7,8142,-4.6,775.1,0.0
1381,VALMET,Finland,EU,Industrial Engineering,60.0,1.7,3159.0,8.0,1.9,66.0,10.0,2.1,178.0,14.8,5.6,12268,2.1,2387.3,33.1
1382,E.ON,Germany,EU,"Gas, Water & Multiutilities",60.0,-6.3,37965.0,-0.5,0.2,3076.0,1.4,8.1,5116.0,-445.0,13.5,42699,5.4,20965.5,27.1
1383,DAIFUKU,Japan,Japan,Industrial Engineering,60.0,8.5,2990.6,26.2,2.0,47.4,0.3,1.6,294.9,72.8,9.9,9193,5.8,4368.3,166.9
1384,ADVAXIS,US,US,Pharmaceuticals & Biotechnology,60.0,47.4,10.0,201.2,597.6,2.9,7.0,28.7,-82.2,28.8,-818.9,108,20.0,233.2,-39.1
1385,TKH,Netherlands,EU,Electronic & Electrical Equipment,59.9,19.1,1479.6,10.5,4.0,44.1,-6.9,3.0,106.9,-4.5,7.2,5900,7.1,2120.5,44.7
1386,SHANGHAI FUDAN MICROELECTRONICS,China,China,Electronic & Electrical Equipment,59.7,57.8,179.0,17.7,33.4,17.4,168.2,9.7,35.5,6.1,19.8,1100,5.8,138.3,-17.8
1387,NUFARM,Australia,RoW,Chemicals,59.7,-5.7,2023.4,11.5,3.0,32.9,-14.5,1.6,181.1,58.3,9.0,3189,-2.1,1546.8,6.1
1388,MINTH,China,China,Automobiles & Parts,59.4,18.7,1457.8,21.1,4.1,257.3,77.3,17.6,294.8,19.4,20.2,16360,19.8,4381.7,24.4
1389,PURETECH HEALTH,UK,EU,Health Care Equipment & Services,59.3,91.8,2.1,-42.8,2807.6,1.7,-43.1,82.5,22.5,-136.5,1062.9,138,45.3,371.8,-10.3
1390,DOOSAN BOBCAT,South Korea,RoW,Real Estate Investment & Services,59.3,-1.3,2639.9,3.1,2.2,36.5,0.8,1.4,307.3,-0.9,11.6,,,2978.9,
1391,NEUROCRINE BIOSCIENCES,US,US,Pharmaceuticals & Biotechnology,59.2,-19.3,134.8,977.5,43.9,5.8,68.9,4.3,-109.5,-10.9,-81.3,400,104.1,4163.6,18.8
1392,HUADONG MEDICINE,China,China,Pharmaceuticals & Biotechnology,59.1,74.8,3538.6,9.6,1.7,61.3,2.5,1.7,306.8,21.6,8.7,8533,21.9,5251.4,39.6
1393,WISTRON NEWEB,Taiwan,RoW,Technology Hardware & Equipment,59.1,5.6,1589.2,7.8,3.7,18.7,-60.4,1.2,76.1,-1.5,4.8,,,930.7,1.0
1394,CHURCH & DWIGHT,US,US,Chemicals,59.0,12.0,3148.7,8.1,1.9,37.5,-9.6,1.2,610.9,1.2,19.4,4700,4.4,10437.6,-2.2
1395,HIROSE ELECTRIC,Japan,Japan,Technology Hardware & Equipment,59.0,19.4,925.3,8.8,6.4,131.9,13.8,14.3,211.6,0.6,22.9,4597,6.4,4329.1,14.6
1396,INTERDIGITAL,US,US,Technology Hardware & Equipment,59.0,2.9,444.4,-20.0,13.3,1.7,-64.8,0.4,251.4,-31.1,56.6,350,-2.8,2065.1,1.3
1397,MAGNACHIP SEMICONDUCTOR,US,US,Technology Hardware & Equipment,58.8,-2.3,566.7,-1.2,10.4,27.2,74.4,4.8,29.7,-805.1,5.2,2520,-12.0,323.5,29.8
1398,YAMAZAKI BAKING,Japan,Japan,Food Producers,58.6,5.5,7778.1,1.1,0.8,357.3,39.5,4.6,215.3,-14.6,2.8,27836,2.4,3390.4,-11.4
1399,LINTEC,Japan,Japan,Forestry & Paper,58.5,3.7,1839.2,20.9,3.2,59.7,-38.0,3.2,140.7,15.1,7.7,4794,0.7,1663.6,51.4
1400,VODAFONE,Germany,EU,Mobile Telecommunications,58.5,-30.6,8665.6,0.9,0.7,739.2,-41.8,8.5,-2712.7,-1.5,-31.3,9433,0.0,,
1401,AVIC JONHON OPTRONIC TECHNOLOGY,China,China,Electronic & Electrical Equipment,58.4,5.8,782.9,7.3,7.5,37.4,17.7,4.8,138.8,22.5,17.7,11578,1.1,3324.5,4.4
1402,VERISIGN,US,US,Software & Computer Services,58.4,-8.6,971.5,2.0,6.0,41.3,86.3,4.2,590.1,3.1,60.7,952,-3.8,8644.0,30.4
1403,TOKUYAMA,Japan,Japan,Chemicals,58.4,5.3,2275.2,3.0,2.6,114.7,-7.0,5.0,296.7,5.6,13.0,4889,-9.6,1255.1,15.2
1404,WEB.COM,US,US,Software & Computer Services,58.4,6.4,624.7,5.5,9.3,17.9,-3.0,2.9,74.9,86.0,12.0,3600,0.0,1087.8,47.9
1405,KCC,South Korea,RoW,Construction & Materials,58.3,0.7,3009.7,10.7,1.9,329.5,45.0,10.9,256.9,1.0,8.5,,,3256.1,-4.0
1406,NKT,Denmark,EU,Electronic & Electrical Equipment,58.2,6.2,2281.0,8.4,2.6,50.6,24.3,2.2,100.5,149.4,4.4,3600,-59.8,1819.7,41.9
1407,RPM,US,US,Chemicals,58.1,7.4,4437.3,7.3,1.3,95.6,-9.1,2.2,432.0,57.7,9.7,14540,1.6,5452.6,-10.1
1408,FENG TAY ENTERPRISES,Taiwan,RoW,Personal Goods,58.1,10.7,1638.0,0.9,3.5,72.8,-5.2,4.4,185.7,-8.0,11.3,,,2668.3,-5.3
1409,SANDEN,Japan,Japan,Automobiles & Parts,58.0,-0.6,2124.1,2.0,2.7,65.4,-34.3,3.1,40.4,245.7,1.9,10106,-4.8,357.6,16.9
1410,EDITAS MEDICINE,US,US,Pharmaceuticals & Biotechnology,57.9,36.3,11.4,126.8,505.8,1.7,-41.1,15.0,-100.0,23.4,-873.6,112,25.8,732.7,42.7
1411,CHINA STEEL,Taiwan,RoW,Industrial Metals & Mining,57.8,-4.9,9694.0,18.4,0.6,609.4,11.2,6.3,724.9,-0.8,7.5,28332,6.4,11120.9,15.0
1412,VECTURA,UK,EU,Pharmaceuticals & Biotechnology,57.8,24.8,166.7,17.0,34.7,10.7,265.4,6.4,-108.4,116.2,-65.0,464,15.4,838.8,-16.0
1413,OURPALM,China,China,Software & Computer Services,57.8,19.0,224.9,-4.8,25.7,23.3,-3.5,10.4,3.9,-93.9,1.7,1668,2.1,2663.2,12.7
1414,COOPER COMPANIES,US,US,Health Care Equipment & Services,57.7,5.8,1783.5,8.8,3.2,106.1,-16.7,5.9,357.8,32.4,20.1,11800,11.3,10237.6,35.5
1415,CHINA OILFIELD SERVICES,China,China,"Oil Equipment, Services & Distribution",57.7,15.0,2225.5,15.2,2.6,393.9,49.8,17.7,186.7,-112.9,8.4,14279,-4.3,1240.7,5.4
1416,WANXIANG QIANCHAO,China,China,Automobiles & Parts,57.7,7.4,1323.2,2.3,4.4,68.6,-4.9,5.2,133.5,0.7,10.1,11623,13.4,3722.8,-16.0
1417,CHENG UEI PRECISION INDUSTRY,Taiwan,RoW,Electronic & Electrical Equipment,57.6,-15.4,2615.4,3.5,2.2,91.3,-24.3,3.5,36.3,137.5,1.4,,,589.7,7.0
1418,UBIQUITI NETWORKS,US,US,Technology Hardware & Equipment,57.6,25.0,847.9,17.5,6.8,7.6,26.0,0.9,271.9,12.6,32.1,843,16.3,3992.5,13.8
1419,TREND MICRO,Japan,Japan,Software & Computer Services,57.5,47.8,1099.0,12.8,5.2,34.0,54.0,3.1,269.1,6.1,24.5,5970,6.1,5273.9,38.7
1420,LUBRIZOL,UK,EU,Chemicals,57.5,6.5,213.0,6.9,27.0,4.7,-47.6,2.2,31.8,-14.7,14.9,505,0.2,,
1421,BRAINLAB,Germany,EU,Health Care Equipment & Services,57.5,16.3,275.7,6.6,20.9,,,,,,,1325,-1.6,,
1422,NISSIN FOOD HOLDINGS,Japan,Japan,Food Producers,57.4,1.7,3813.9,4.2,1.5,354.6,56.3,9.3,212.5,4.1,5.6,12102,3.3,5881.8,18.1
1423,SBI HOLDINGS,Japan,Japan,Financial Services,57.2,-10.1,2481.3,38.5,2.3,49.1,164.7,2.0,530.4,66.5,21.4,5391,21.0,2534.2,24.4
1424,ANHUI ZHONGDING SEALING PARTS,China,China,Automobiles & Parts,57.1,49.3,1464.7,41.2,3.9,133.0,59.7,9.1,189.5,25.8,12.9,19591,33.9,2995.4,-8.1
1425,POWER INTEGRATIONS,US,US,Electronic & Electrical Equipment,57.1,9.9,360.0,10.8,15.9,27.1,166.4,7.5,48.1,17.9,13.3,646,3.2,1807.7,28.5
1426,BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY,China,China,Construction & Materials,57.1,41.4,1299.3,48.8,4.4,141.9,56.5,10.9,212.7,34.2,16.4,6998,28.8,2556.7,55.3
1427,TOWA PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,57.1,-17.4,690.0,10.0,8.3,106.9,-29.3,15.5,72.7,43.3,10.5,2449,1.7,660.7,34.0
1428,HUMAX,South Korea,RoW,Technology Hardware & Equipment,56.9,-10.2,1255.3,19.3,4.5,17.5,-33.3,1.4,6.2,-60.2,0.5,,,196.5,-21.6
1429,AVID TECHNOLOGY,US,US,Media,56.9,-16.4,349.4,-18.2,16.3,6.6,-28.4,1.9,10.3,-84.0,2.9,1458,-8.4,151.2,-49.3
1430,APTARGROUP,US,US,General Industrials,56.9,3.0,2058.9,5.9,2.8,130.6,21.4,6.3,269.9,2.4,13.1,13200,3.9,4372.9,6.9
1431,WORKIVA,US,US,Software & Computer Services,56.8,18.7,173.3,16.4,32.8,1.0,-37.5,0.6,-36.9,1.7,-21.3,1318,12.5,523.9,17.6
1432,HINDALCO INDUSTRIES,India,RoW,Industrial Metals & Mining,56.8,6.7,15022.1,15.6,0.4,391.4,2.1,2.6,1372.0,25.2,9.1,23555,-0.5,6965.5,61.9
1433,GIGAMON,US,US,Technology Hardware & Equipment,56.8,38.5,259.2,40.0,21.9,6.7,28.7,2.6,25.4,162.0,9.8,684,41.9,1340.1,3.1
1434,MERITOR,US,US,Automobiles & Parts,56.7,0.0,2790.8,4.6,2.0,79.2,2.2,2.8,194.3,5.9,7.0,8200,2.5,1466.6,81.8
1435,TOWER SEMICONDUCTOR,Israel,RoW,Technology Hardware & Equipment,56.4,7.2,1156.8,11.0,4.9,156.5,-13.7,13.5,183.3,25.5,15.8,5641,1.6,2496.9,99.7
1436,GENOMIC HEALTH,US,US,Pharmaceuticals & Biotechnology,56.4,5.4,284.1,3.9,19.8,11.1,-32.9,3.9,-5.4,-58.2,-1.9,863,2.0,915.8,24.4
1437,EDGEWELL PERSONAL CARE,US,US,Household Goods & Home Construction,56.4,-6.0,1916.5,-2.7,2.9,57.5,-0.7,3.0,36.3,-87.6,1.9,6000,0.0,3607.4,-8.3
1438,DALIAN HUARUI HEAVY,China,China,Industrial Engineering,56.3,37.7,810.8,0.5,6.9,5.8,323.0,0.7,-2.7,129.1,-0.3,5630,-4.7,1014.0,-4.0
1439,ZOGENIX,US,US,Pharmaceuticals & Biotechnology,56.2,61.2,8.2,-66.0,686.8,0.1,-26.2,0.8,-99.6,64.4,-1216.4,68,1.5,245.4,36.2
1440,WUHU SHUNRONG SANQI INTERACTIVE ENTERTAINMENT,China,China,Automobiles & Parts,56.2,41.4,789.1,18.1,7.1,130.5,386.9,16.5,167.7,14.5,21.2,2703,23.1,1723.9,108.5
1441,VAREX IMAGING,US,US,Health Care Equipment & Services,56.1,25.8,582.1,12.6,9.6,16.8,-30.1,2.9,69.8,-24.7,12.0,2000,42.9,958.0,
1442,VISHAY INTERTECHNOLOGY,US,US,Electronic & Electrical Equipment,56.0,1.0,2170.9,12.1,2.6,142.1,26.6,6.5,269.2,61.2,12.4,23000,4.1,1979.5,24.4
1443,SHENZHEN SALUBRIS PHARMACEUTICALS,China,China,Pharmaceuticals & Biotechnology,55.9,45.6,521.5,8.1,10.7,42.5,35.3,8.1,214.0,4.2,41.0,4044,17.6,4154.9,144.4
1444,NRG ENERGY,US,US,Electricity,55.9,-25.6,8862.7,1.1,0.6,926.4,13.8,10.5,-518.6,31000.0,-5.9,5940,-32.2,6573.0,106.5
1445,ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY,China,China,Industrial Engineering,55.8,2.6,2980.1,16.2,1.9,41.1,43.9,1.4,-1039.4,1051.3,-34.9,13461,-11.2,3659.3,8.1
1446,XUNLEI,China,China,Software & Computer Services,55.8,4.0,167.3,28.4,33.4,7.5,-35.0,4.5,-33.9,21.4,-20.3,1125,-8.0,234.0,-22.1
1447,RADIANT OPTO ELECTRONICS,Taiwan,RoW,Electronic & Electrical Equipment,55.8,5.1,1519.7,17.7,3.7,6.9,-81.2,0.5,136.9,65.1,9.0,,,988.6,46.1
1448,TOBII,Sweden,EU,Technology Hardware & Equipment,55.7,34.8,110.1,2.9,50.6,2.7,38.7,2.5,-18.2,159.4,-16.6,842,17.1,375.9,-41.0
1449,YUHAN,South Korea,RoW,Pharmaceuticals & Biotechnology,55.6,35.6,1139.0,10.7,4.9,46.7,-29.2,4.1,69.1,-9.3,6.1,,,2053.6,-18.1
1450,CHINA MOTOR,Taiwan,RoW,Automobiles & Parts,55.6,-25.6,1086.9,-4.5,5.1,32.1,36.7,3.0,70.9,-37.8,6.5,,,1086.5,19.3
1451,BIONTECH,Germany,EU,Pharmaceuticals & Biotechnology,55.5,17.9,,,,13.8,84.0,,,,,457,23.2,,
1452,MEITU,China,China,Mobile Telecommunications,55.4,85.8,579.8,186.8,9.6,6.7,-13.0,1.2,-26.8,-66.4,-4.6,2066,55.6,5482.9,
1453,WUSTENROT & WURTTEMBERGISCHE,Germany,EU,Banks,55.3,-12.8,1475.3,0.9,3.7,83.8,50.1,5.7,292.4,0.3,19.8,8166,-2.7,2080.3,23.3
1454,PUMA,Germany,EU,Personal Goods,55.2,2.4,4135.9,14.0,1.3,122.9,45.8,3.0,244.6,91.7,5.9,11787,2.5,5209.5,54.1
1455,BOTTOMLINE TECHNOLOGIES,US,US,Software & Computer Services,55.1,8.3,328.6,12.8,16.8,17.8,-24.1,5.4,4.9,-127.5,1.5,1700,6.3,1020.7,29.2
1456,INVENTIV HEALTH CLINICAL,UK,EU,Pharmaceuticals & Biotechnology,55.1,474.2,316.5,75.2,17.4,0.9,31.0,0.3,27.3,1005.5,8.6,461,4.5,,
1457,DAWNING INFORMATION INDUSTRY,China,China,Technology Hardware & Equipment,55.0,30.9,801.3,44.4,6.9,75.9,84.0,9.5,64.6,73.6,8.1,2226,18.7,1477.5,-9.1
1458,EVERTZ TECHNOLOGIES,Canada,RoW,Leisure Goods,55.0,23.9,266.8,4.8,20.6,12.0,61.2,4.5,51.2,-6.5,19.2,,,917.6,8.4
1459,SPECTRUM PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,54.9,11.8,107.0,-12.3,51.3,0.4,496.2,0.4,-80.6,53.7,-75.3,215,-5.3,687.7,93.6
1460,TOKYO GAS,Japan,Japan,"Gas, Water & Multiutilities",54.9,-13.1,13126.5,12.0,0.4,1312.2,7.1,10.0,835.2,102.1,6.4,17138,1.9,9865.1,30.8
1461,FUJIAN LONGKING,China,China,Electronic & Electrical Equipment,54.9,8.5,1016.3,1.2,5.4,13.0,-41.9,1.3,122.7,31.9,12.1,6460,1.0,4147.9,16.5
1462,MODINE MANUFACTURING,US,US,Automobiles & Parts,54.9,2.2,1753.6,39.9,3.1,59.2,10.2,3.4,93.8,72.8,5.3,11700,4.5,675.0,58.2
1463,CHINA AEROSPACE TIMES ELECTRONICS,China,China,Aerospace & Defence,54.8,32.6,1637.1,13.2,3.4,79.2,12.2,4.8,111.7,16.3,6.8,15142,-5.1,1877.8,-17.7
1464,BIOTEST,Germany,EU,Pharmaceuticals & Biotechnology,54.8,14.6,541.2,-11.3,10.1,106.5,-26.0,19.7,-6.8,-155.7,-1.3,2474,-2.1,453.1,71.6
1465,XINYU IRON & STEEL,China,China,Industrial Metals & Mining,54.8,141.5,5764.7,63.2,1.0,26.1,177.9,0.5,561.1,319.4,9.7,18667,-3.6,2383.9,110.7
1466,BEIJING SIFANG AUTOMATION,China,China,Electronic & Electrical Equipment,54.8,6.7,400.4,1.2,13.7,13.3,-24.5,3.3,32.4,45.8,8.1,3287,-4.1,935.1,-9.3
1467,CHINA ZHONGWANG,China,China,Industrial Metals & Mining,54.8,15.1,2491.7,16.6,2.2,1491.7,82.7,59.9,644.5,9.6,25.9,32255,92.6,2244.6,3.8
1468,HITACHI ZOSEN,Japan,Japan,Industrial Engineering,54.7,4.5,2780.2,-5.7,2.0,74.3,25.0,2.7,43.6,-60.5,1.6,10377,2.4,685.1,0.9
1469,XENCOR,US,US,Pharmaceuticals & Biotechnology,54.7,117.3,29.8,-59.2,183.6,4.4,252.4,14.9,-44.7,-337.6,-150.0,114,37.3,846.0,17.3
1470,CHANGYUAN,China,China,Electronic & Electrical Equipment,54.7,23.9,932.9,27.3,5.9,149.7,133.5,16.0,150.4,59.4,16.1,10595,22.6,2858.2,36.3
1471,BAVARIAN NORDIC,Denmark,EU,Pharmaceuticals & Biotechnology,54.7,-3.5,184.0,36.1,29.7,7.6,17.9,4.1,47.5,930.7,25.8,420,-3.9,1832.4,81.9
1472,TRAVELSKY TECHNOLOGY,China,China,Technology Hardware & Equipment,54.6,17.8,862.3,8.2,6.3,118.9,-18.2,13.8,317.2,-8.6,36.8,7862,8.4,2129.6,26.8
1473,CELLECTIS,France,EU,Pharmaceuticals & Biotechnology,54.6,66.4,25.2,-37.8,216.9,2.4,-80.7,9.5,-92.6,52.3,-367.8,135,10.7,828.7,-0.2
1474,BELLICUM PHARMA,US,US,Pharmaceuticals & Biotechnology,54.6,28.7,0.2,-52.3,35393.7,10.1,68.1,6558.9,-72.9,27.8,-47236.4,137,24.5,300.0,-22.7
1475,HANESBRANDS,US,US,Personal Goods,54.6,-6.6,5396.0,7.4,1.0,72.5,4.3,1.3,882.9,34.4,16.4,67200,-0.9,7372.8,-11.8
1476,AIXTRON,Germany,EU,Technology Hardware & Equipment,54.6,6.7,230.4,17.3,23.7,8.9,80.4,3.8,-18.4,-13.0,-8.0,581,-17.6,910.2,46.5
1477,PACIFIC BIOSCIENCES OF CALIFORNIA,US,US,Pharmaceuticals & Biotechnology,54.5,17.7,77.9,3.0,69.9,8.7,27.1,11.2,-74.9,26.0,-96.1,456,4.1,477.1,-25.2
1478,AXALTA COATING SYSTEMS,US,US,Construction & Materials,54.4,13.2,3649.6,6.8,1.5,104.2,-8.2,2.9,361.2,6.1,9.9,13300,2.3,5985.3,4.9
1479,KINGENTA ECOLOGICAL ENGINEERING,China,China,Chemicals,54.4,-4.5,2519.5,5.6,2.2,87.9,1.5,3.5,114.0,-5.1,4.5,8519,-1.2,2844.5,-2.0
1480,GIGABYTE TECHNOLOGY,Taiwan,RoW,Technology Hardware & Equipment,54.3,12.8,1672.9,14.4,3.2,9.8,22.7,0.6,74.6,-11.2,4.5,,,726.9,-5.3
1481,ACHILLION PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,54.2,10.0,,,,0.5,-75.0,,-74.7,38.1,,88,8.6,582.7,-38.1
1482,ISRAEL,Israel,RoW,General Industrials,54.2,-50.8,4517.6,1.0,1.2,381.1,-27.7,8.4,532.0,35.5,11.8,,,1267.2,-1.5
1483,ZERIA PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,54.1,-13.3,476.9,-0.4,11.4,13.2,6.7,2.8,35.7,14.4,7.5,1753,-0.8,791.3,37.9
1484,E INK,Taiwan,RoW,Electronic & Electrical Equipment,54.1,4.8,424.7,8.5,12.7,9.3,9.5,2.2,33.6,-49.7,7.9,,,1385.9,81.6
1485,BEIJING ORIENT LANDSCAPE,China,China,Support Services,54.1,73.2,1937.3,77.7,2.8,55.1,25.0,2.8,451.9,72.8,23.3,6129,56.2,3620.6,35.1
1486,DATALOGIC,Italy,EU,Electronic & Electrical Equipment,54.0,9.8,606.0,5.1,8.9,11.3,-12.6,1.9,82.8,18.1,13.7,2912,8.0,1616.6,47.1
1487,DYNAVAX TECHNOLOGIES,US,US,Pharmaceuticals & Biotechnology,53.9,-12.0,0.3,-97.0,19774.0,0.6,-91.4,204.6,-75.4,-16.4,-27659.0,170,-32.3,905.5,80.1
1488,SOGEFI,Italy,EU,Automobiles & Parts,53.9,-5.0,1672.4,6.2,3.2,68.1,15.9,4.1,107.3,4.8,6.4,6947,2.1,523.3,158.0
