World rank,Company,Country,Region,Industry,R&D 2018/19 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
269,WEICHAI POWER,China,China,Automobiles & Parts,533.3,234.5,19729.6,5.2,2.7,469.4,44.9,2.4,1719.0,16.5,8.7,42103.0,1.7,1802.3,3.2
270,TE CONNECTIVITY,Switzerland,RoW,Electronic & Electrical Equipment,529.3,1.8,12216.6,6.7,4.3,816.6,33.2,6.7,2035.8,13.9,16.7,80000.0,2.6,27901.0,13.6
271,KEYSIGHT TECHNOLOGIES,US,US,Electronic & Electrical Equipment,529.3,21.7,3386.9,21.6,15.6,115.3,83.3,3.4,-296.1,-210.8,-8.7,12900.0,2.4,10622.0,60.6
272,DELTA ELECTRONICS (TAIWAN),Taiwan,RoW,Electronic & Electrical Equipment,527.9,14.7,6735.5,6.0,7.8,322.3,-11.9,4.8,611.2,-6.0,9.1, , ,9079.4,-25.7
273,TORAY INDUSTRIES,Japan,Japan,Chemicals,522.9,0.2,18824.6,8.3,2.8,1306.6,14.0,6.9,969.7,-19.3,5.2,48320.0,5.6,10718.4,-20.4
274,MITSUBISHI MOTORS,Japan,Japan,Automobiles & Parts,518.5,17.4,19815.5,14.7,2.6,970.8,70.5,4.9,874.5,16.1,4.4,31314.0,2.6,9301.0,-2.5
275,SAUDI ARABIAN OIL,Saudi Arabia,RoW,Oil & Gas Producers,516.2,16.6,310865.2,35.4,0.2,30687.8,8.0,9.9,185618.1,36.9,59.7,76418.0,8.0, , 
276,JAPAN TOBACCO,Japan,Japan,Tobacco,515.2,7.9,17462.2,3.6,3.0,1092.2,12.0,6.3,4105.4,1.6,23.5,63968.0,10.4,46051.9,-22.4
277,DAIKIN INDUSTRIES,Japan,Japan,General Industrials,513.9,5.1,19551.6,8.3,2.6,673.7,-0.2,3.4,2176.9,8.9,11.1,76484.0,8.9,32729.8,28.9
278,CHINA ENERGY ENGINEERING,China,China,Construction & Materials,510.2,14.5,28551.4,-4.4,1.8,511.0,-4.6,1.8,1731.2,-2.1,6.1,124503.0,-4.4,991.3,-33.8
279,EATON CORPORATION,Ireland,EU,Electronic & Electrical Equipment,510.0,0.0,18872.5,5.9,2.7,493.4,8.7,2.6,2350.2,7.7,12.5,99000.0,3.1,31462.5,12.9
280,GREAT WALL MOTOR,China,China,Automobiles & Parts,504.0,18.4,11869.2,-3.0,4.2,849.1,14.4,7.2,729.1,-2.3,6.1,63455.0,-7.4,1669.0,-50.8
281,JTEKT,Japan,Japan,Industrial Engineering,501.4,15.1,11984.9,5.5,4.2,560.8,-2.6,4.7,477.1,-24.0,4.0,49693.0,0.2,4211.9,5.8
282,WHIRLPOOL,US,US,Household Goods & Home Construction,499.6,-4.0,18372.9,-1.0,2.7,515.3,-13.7,2.8,459.4,-62.7,2.5,92000.0,0.0,7047.3,-35.6
283,NIO,China,China,Automobiles & Parts,496.3,51.9,631.0, ,78.7,337.0,137.4,53.4,-1222.9,93.7,-193.8,9834.0, , , 
284,GARMIN,Switzerland,RoW,Leisure Goods,495.9,11.0,2923.5,8.4,17.0,136.0,11.5,4.7,679.8,16.4,23.3,13000.0,5.7,11787.8,32.3
285,NIDEC,Japan,Japan,Electronic & Electrical Equipment,495.8,13.5,11964.7,2.0,4.1,950.0,32.7,7.9,1092.4,-17.3,9.1,108906.0,1.3,37837.4,29.3
286,SEATTLE GENETICS,US,US,Pharmaceuticals & Biotechnology,493.7,23.8,571.8,35.8,86.3,18.5,-26.1,3.2,-227.1,32.8,-39.7,1302.0,18.4,10645.3,62.2
287,SPOTIFY,Luxembourg,EU,Software & Computer Services,490.0,22.5,5259.0,28.6,9.3,125.0,247.2,2.4,-43.0,-88.6,-0.8,3651.0,23.3,29935.2, 
288,NATIONAL AUSTRALIA BANK,Australia,RoW,Banks,488.8,5.7,11397.0,6.2,4.3,647.9,2.2,5.7,5177.9,-3.0,45.4,33283.0,-0.4,47813.6,-4.4
289,HENKEL,Germany,EU,Household Goods & Home Construction,482.0,2.3,19899.0,-0.6,2.4,837.0,19.6,4.2,3083.0,1.3,15.5,53000.0,-1.3,19606.8,-2.4
290,SHANGHAI ELECTRIC,China,China,Industrial Engineering,474.1,23.8,12891.7,27.2,3.7,395.0,12.0,3.1,759.2,122.9,5.9,30870.0,4.5,815.3,-30.7
291,SAMSUNG SDI,South Korea,RoW,Electronic & Electrical Equipment,472.4,14.8,7169.0,44.3,6.6,1690.3,117.0,23.6,559.7,511.6,7.8,10481.0,11.2,12703.5,20.1
292,SEMICONDUCTOR MANUFACTURING,China,China,Technology Hardware & Equipment,471.0,26.3,2934.5,8.3,16.1,1579.3,-20.9,53.8,-13.3,-114.2,-0.5,17967.0,0.8,5215.1,36.6
293,NINGBO JOYSON ELECTRONIC,China,China,Automobiles & Parts,466.9,85.0,7085.2,112.4,6.6,439.2,11.8,6.2,268.7,105.5,3.8,59250.0,109.0,2905.9,1.5
294,NIKON,Japan,Japan,Leisure Goods,465.0,0.6,5584.4,-1.2,8.3,164.1,-25.8,2.9,503.2,0.4,9.0,20917.0,-0.5,6719.2,17.3
295,SERVICENOW,US,US,Software & Computer Services,462.4,40.9,2278.4,36.0,20.3,196.0,49.1,8.6,-37.1,-34.1,-1.6,8154.0,31.1,30516.5,76.2
296,SAINT-GOBAIN,France,EU,Construction & Materials,460.0,1.3,41774.0,2.4,1.1,189.0,-87.7,0.5,2696.0,-7.6,6.5,181001.0,1.0,20482.2,-20.7
297,SEIKO EPSON,Japan,Japan,Technology Hardware & Equipment,459.1,15.7,8586.9,-1.1,5.3,629.3,15.3,7.3,549.7,-4.0,6.4,76647.0,0.3,5986.6,-32.6
298,EVONIK INDUSTRIES,Germany,EU,Chemicals,459.0,0.2,15024.0,4.2,3.1,1032.0,-0.8,6.9,1390.0,18.9,9.3,36043.0,-1.3,14926.0,17.6
299,ELECTROLUX,Sweden,EU,Household Goods & Home Construction,457.5,20.0,12104.4,1.7,3.8,453.4,19.5,3.7,519.7,-27.1,4.3,51798.0,-8.7,5982.4,-29.4
300,KIRIN,Japan,Japan,Beverages,457.5,-1.2,15212.9,0.8,3.0,692.6,-1.1,4.6,1544.0,6.0,10.1,30464.0,-1.8,19788.9,10.1
301,OMRON,Japan,Japan,Electronic & Electrical Equipment,455.3,-2.3,6772.9,-0.1,6.7,307.7,1.3,4.5,603.9,-10.8,8.9,35090.0,-3.0,8388.0,-9.9
302,KAO,Japan,Japan,Personal Goods,454.5,1.7,11883.4,1.2,3.8,632.7,-4.0,5.3,1648.3,3.2,13.9,33664.0,0.3,33643.5,25.7
303,SQUARE,US,US,Software & Computer Services,446.2,57.2,2880.5,49.0,15.5,53.5,134.5,1.9,44.9,301.7,1.6,3349.0,43.2,23349.3,306.5
304,SHIN-ETSU CHEMICAL,Japan,Japan,Chemicals,444.7,9.0,12561.3,10.6,3.5,1787.0,39.7,14.2,3181.3,19.9,25.3,21735.0,7.8,35128.3,8.4
305,HEXAGON,Sweden,EU,Industrial Engineering,444.5,7.1,3760.7,9.1,11.8,156.5,186.1,4.2,912.2,19.8,24.3,20048.0,9.5,18258.4,39.3
306,FANUC,Japan,Japan,Industrial Engineering,442.6,6.1,5008.4,-12.5,8.8,987.6,21.7,19.7,1286.8,-28.9,25.7,7866.0,9.8,35011.6,2.0
307,KUBOTA,Japan,Japan,General Industrials,440.0,16.1,14580.9,5.7,3.0,402.2,-12.7,2.8,1534.8,-2.3,10.5,40202.0,2.0,16886.8,-9.3
308,INFOR,US,US,Software & Computer Services,438.9,2.0,2769.6,1.7,15.8,73.3,-13.9,2.6,405.7,32.3,14.6,17380.0,4.2, , 
309,GENERAL DYNAMICS,US,US,Aerospace & Defence,438.4,-3.6,31609.6,16.9,1.4,602.6,61.2,1.9,3892.6,5.2,12.3,105600.0,7.1,50171.4,-4.7
310,ROCKWELL COLLINS,US,US,Aerospace & Defence,438.4,53.5,7567.7,27.0,5.8,224.5,7.1,3.0,1296.9,20.1,17.1,31200.0,7.6,19515.7,4.9
311,CENTRAL JAPAN RAILWAY,Japan,Japan,Travel & Leisure,433.4,-6.5,14800.1,3.1,2.9,2879.8,30.3,19.5,5593.2,7.2,37.8,29128.0,0.9,36224.4,19.8
312,CIENA,US,US,Technology Hardware & Equipment,428.2,3.1,2702.4,10.4,15.8,59.1,-28.5,2.2,221.1,6.1,8.2,6013.0,4.8,3933.1,46.9
313,OSRAM LICHT,Germany,EU,Household Goods & Home Construction,428.0,12.9,4115.0,-17.4,10.4,467.0,-13.0,11.3,207.0,-45.1,5.0,27400.0,3.8,4045.2,-44.1
314,DOOSAN,South Korea,RoW,General Industrials,427.6,8.3,14225.0,7.4,3.0,564.0,2.4,4.0,951.8,4.1,6.7, , ,1758.3,-13.2
315,ASE TECHNOLOGY HOLDING,Taiwan,RoW,Software & Computer Services,425.2,27.4,10545.6,27.8,4.0,1176.1, ,11.2,774.8, ,7.3, , ,9243.9, 
316,H LUNDBECK,Denmark,EU,Pharmaceuticals & Biotechnology,423.6,21.1,2427.0,5.1,17.5,40.2,22.4,1.7,703.7,26.1,29.0,5143.0,3.4,10050.0,-5.0
317,GIVAUDAN,Switzerland,RoW,Chemicals,423.1,9.2,4902.1,9.4,8.6,212.0,24.5,4.3,764.5,-1.1,15.6,13598.0,21.7,19311.0,20.3
318,PEGATRON,Taiwan,RoW,Software & Computer Services,420.2,10.8,38079.8,12.2,1.1,580.2,0.3,1.5,425.9,-30.8,1.1, , ,4915.2,-30.3
319,DSM,Netherlands,EU,Chemicals,418.0,3.5,9267.0,7.4,4.5,565.0,25.8,6.1,1288.0,35.2,13.9,20977.0,-0.4,16397.2,41.8
320,THYSSENKRUPP,Germany,EU,Industrial Metals & Mining,416.0,-6.9,42745.0,-0.5,1.0,801.0,-41.4,1.9,948.0,887.5,2.2,161096.0,1.5,12419.5,-13.1
321,POSCO,South Korea,RoW,Industrial Metals & Mining,412.2,8.2,50864.1,7.1,0.8,2022.1,-1.8,4.0,4338.7,19.9,8.5,33784.0,4.6,22283.4,-4.9
322,SAMSUNG ELECTRO-MECHANICS,South Korea,RoW,Electronic & Electrical Equipment,412.2,34.0,6413.4,19.8,6.4,945.4,-21.8,14.7,796.9,232.5,12.4,11721.0,9.6,9413.6,59.4
323,WISTRON,Taiwan,RoW,Technology Hardware & Equipment,409.3,-2.0,25278.6,6.4,1.6,243.4,15.6,1.0,309.4,81.1,1.2, , ,1758.9,-21.0
