World rank,Company,Country,Industry,R&D 2016/17 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees (th),Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
1935,SIM TECHNOLOGY,China,Technology Hardware & Equipment,35.9,-7.2,333.3,-14.8,10.8,7.2,132.4,2.2,12.8,-10.6,3.8,2.4,-8.1,111.1,-1.4
1936,SYROS PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,35.9,54.9,0.3,0.0, ,2.2,97.4,732.5,-45.5,60.8, ,0.1,12.2,303.8,
1937,YPSOMED,Switzerland,Health Care Equipment & Services,35.9,8.3,363.1,15.6,9.9,25.6,9.3,7.1,51.5,24.4,14.2,1.2,8.3,2145.9,73.3
1938,DHC SOFTWARE,China,Software & Computer Services,35.8,25.0,855.8,13.0,4.2,11.1,-45.4,1.3,121.8,-12.1,14.2,8.0,13.4,3737.8,9.9
1939,UACJ,Japan,Industrial Metals & Mining,35.8,-4.7,4616.0,-1.3,0.8,248.1,4.9,5.4,207.1,72.5,4.5,9.8,10.6,1123.6,43.6
1940,SANMINA,US,Electronic & Electrical Equipment,35.8,14.1,6148.5,1.7,0.6,114.2,1.1,1.9,215.8,4.9,3.5,45.4,3.5,1842.6,25.5
1941,JUKI,Japan,Industrial Engineering,35.8,-9.5,793.7,-13.4,4.5,14.0,23.2,1.8,36.9,-35.8,4.7,6.0,-3.6,177.6,-50.3
1942,CORBION,Netherlands,Food Producers,35.8,4.7,911.3,-0.8,3.9,55.5,-7.7,6.1,126.9,16.9,13.9,1.7,0.7,1464.7,19.8
1943,MYCRONIC,Sweden,Technology Hardware & Equipment,35.8,30.2,242.8,27.8,14.7,3.7,98.2,1.5,72.3,28.4,29.8,0.9,81.8,1043.0,108.9
1944,NIPPON SEIKI,Japan,Electronic & Electrical Equipment,35.8,-7.0,1953.6,-1.3,1.8,89.6,1.6,4.6,135.4,-7.8,6.9,13.9,4.7,965.2,-19.5
1945,ENERNOC,US,Software & Computer Services,35.8,41.3,383.2,1.1,9.3,14.9,-33.5,3.9,-48.8,-72.6,-12.7,1.6,18.7,169.3,-38.1
1946,WACOM,Japan,Technology Hardware & Equipment,35.7,1.3,579.2,-8.1,6.2,11.4,20.0,2.0,-43.8,-249.2,-7.6,1.1,4.2,438.3,-27.1
1947,JUSUNG ENGINEERING,South Korea,Technology Hardware & Equipment,35.7,64.8,210.5,52.6,17.0,4.2,-15.4,2.0,29.6,146.7,14.1,,,368.4,97.8
1948,SAILUN,China,Automobiles & Parts,35.6,53.9,1358.8,15.5,2.6,82.6,-52.0,6.1,90.5,14.6,6.7,8.7,22.2,1243.5,254.1
1949,ARGOS THERAPEUTICS,US,Pharmaceuticals & Biotechnology,35.4,-39.3,0.9,82.4,3951.7,14.5,58.3,1621.4,-49.6,-27.9,-5532.3,0.1,-10.3,193.5,58.7
1950,JANUS DONGGUAN PRECISION COMPONENTS,China,Industrial Engineering,35.3,116.0,685.5,42.2,5.2,31.2,-59.0,4.6,30.8,-168.7,4.5,16.8,17.0,877.5,40.1
1951,GENERAC,US,Industrial Engineering,35.3,13.1,1370.3,9.7,2.6,28.9,-0.6,2.1,194.1,14.0,14.2,4.2,33.1,2330.7,14.7
1952,NIPPON SUISAN KAISHA,Japan,Food Producers,35.3,-6.9,5165.4,-0.2,0.7,190.4,22.2,3.7,182.5,20.7,3.5,8.7,3.0,983.7,14.2
1953,BIOCARTIS GROUP,Belgium,Pharmaceuticals & Biotechnology,35.3,19.7,12.1,-9.3,291.5,9.1,-1.3,75.4,-49.8,25.6,-411.5,0.3,14.1,302.4,-42.5
1954,TSUBAKIMOTO CHAIN,Japan,Industrial Engineering,35.3,1.0,1614.4,-2.6,2.2,114.9,2.9,7.1,175.6,8.9,10.9,7.9,4.1,1214.2,-16.5
1955,INESA INTELLIGENT TECH,China,Electronic & Electrical Equipment,35.2,28.6,487.1,19.0,7.2,3.8,-47.2,0.8,37.3,403.8,7.7,2.4,6.0,243.5,54.0
1956,PURETECH HEALTH,UK,Health Care Equipment & Services,35.2,344.6,4.2,-62.5,837.4,3.5,6.4,83.0,-70.1,71.0,-1667.4,0.1,48.4,429.4,13.1
1957,MIBA,Austria,Automobiles & Parts,35.2,22.3,719.1,7.4,4.9,78.2,49.2,10.9,82.9,1.2,11.5,,,,
1958,DENTSU AEGIS LONDON,UK,Media,35.2,393.2,1700.9,15.1,2.1,3.5,-87.6,0.2,7.3,-220.5,0.4,1.9,16.0,,
1959,ADURO BIOTECH,US,Pharmaceuticals & Biotechnology,35.1,,48.1,-30.6,73.1,22.7,998.8,47.1,-68.2,429.8,-141.8,0.2,,865.6,-24.3
1960,OXFORD INSTRUMENTS,UK,Electronic & Electrical Equipment,35.1,7.1,432.6,1.9,8.1,4.1,40.0,0.9,-7.9,-126.4,-1.8,2.0,-5.0,513.6,-8.6
1961,GLOBAL UNICHIP,Taiwan,Technology Hardware & Equipment,35.1,6.3,272.9,19.7,12.9,2.0,-11.6,0.7,18.5,10.9,6.8,,,291.7,28.9
1962,DELTA GALIL INDUSTRIES,Israel,Personal Goods,35.1,0.0,1118.6,9.2,3.1,40.4,11.9,3.6,80.8,27.2,7.2,10.3,17.7,660.9,-16.3
1963,REVLON,US,Personal Goods,35.1,18.6,2214.2,21.9,1.6,56.3,22.8,2.5,220.6,-0.8,10.0,7.3,28.1,1802.4,8.7
1964,EBIX,US,Software & Computer Services,35.1,8.2,283.0,12.4,12.4,9.5,-43.0,3.3,95.1,13.0,33.6,3.0,10.4,1756.4,89.3
1965,ENEL,Italy,Electricity,35.0,-10.3,68604.0,-9.3,0.1,7927.0,13.2,11.6,9059.0,23.7,13.2,62.1,-8.6,40239.7,6.6
1966,SHENZHEN CLOU ELECTRONICS,China,Electronic & Electrical Equipment,34.9,29.2,420.4,39.8,8.3,170.6,-18.3,40.6,35.4,14.2,8.4,3.9,17.6,979.8,47.3
1967,CONCERT PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,34.9,65.0,0.2,-99.0, ,0.7,-11.3,442.5,-48.5,101.7, ,0.1,16.9,205.0,-36.7
1968,WEST PHARMACEUTICAL SERVICES,US,Pharmaceuticals & Biotechnology,34.9,7.9,1431.6,7.8,2.4,161.5,29.3,11.3,216.5,75.9,15.1,7.3,2.8,5683.9,49.0
1969,AVIC HELICOPTER CO.,China,Aerospace & Defence,34.9,-23.1,1682.9,-0.4,2.1,25.9,66.0,1.5,77.7,-16.6,4.6,12.4,0.4,2381.9,-5.6
1970,ADDSINO,China,Electronic & Electrical Equipment,34.9,51.4,276.3,50.9,12.6,11.9,27.5,4.3,45.3,23.0,16.4,1.9,26.6,,
1971,EPPENDORF,Germany,Health Care Equipment & Services,34.8,9.0,651.5,3.6,5.3,,,,139.6,17.1,21.4,3.0,2.0,,
1972,VARONIS SYSTEMS,US,Software & Computer Services,34.8,15.3,156.0,29.3,22.3,3.6,-15.7,2.3,-14.9,-17.7,-9.5,1.1,15.9,739.8,58.0
1973,NIPPON CHEMI-CON,Japan,Electronic & Electrical Equipment,34.7,-1.1,944.7,-1.8,3.7,33.0,-2.8,3.5,27.1,53.0,2.9,6.8,0.4,238.5,-38.1
1974,APPTIO,US,Software & Computer Services,34.7,16.7,152.3,24.2,22.8,5.1,-29.3,3.4,-26.7,-28.9,-17.5,0.7,,,
1975,COSMO ENERGY,Japan,Oil & Gas Producers,34.7,37.5,18618.4,2.1,0.2,882.7,95.0,4.7,741.9,-353.8,4.0,6.9,-3.6,743.6,
1976,SHANGHAI ORIENTAL PEARL GROUP,China,Technology Hardware & Equipment,34.6,82.7,2565.3,9.9,1.3,102.5,19.6,4.0,329.8,18.4,12.9,6.0,-2.1,5518.9,-13.4
1977,ZHEJIANG NHU,China,Chemicals,34.6,25.5,626.0,22.2,5.5,168.3,7.6,26.9,195.4,246.3,31.2,6.2,3.9,3383.7,51.7
1978,AMPHASTAR PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,34.6,9.6,242.1,1.4,14.3,20.3,48.3,8.4,14.9,-327.5,6.1,1.5,5.5,813.3,46.9
1979,XIWANG SPECIAL STEEL COMPANY,China,Industrial Metals & Mining,34.6,20.3,1032.9,12.1,3.3,78.8,-62.6,7.6,102.9,170.5,10.0,3.9,5.0,174.3,-23.4
1980,FURUNO ELECTRIC,Japan,Electronic & Electrical Equipment,34.5,-11.1,639.0,-12.3,5.4,13.1,-10.1,2.1,12.1,-46.3,1.9,2.9,-0.4,140.1,-36.8
1981,ROGERS,US,Chemicals,34.4,5.6,622.6,2.3,5.5,17.2,-27.0,2.8,80.2,10.9,12.9,3.1,10.7,956.9,-2.9
1982,JAPAN STEEL WORKS,Japan,Industrial Engineering,34.4,-1.3,1725.7,-4.9,2.0,108.4,33.8,6.3,-44.9,-73.6,-2.6,5.2,0.3,1454.2,19.6
1983,DIMENSION THERAPEUTICS,US,Pharmaceuticals & Biotechnology,34.4,38.2,10.9,48.0,316.2,6.4,164.1,58.5,-46.5,40.3,-427.6,0.1,25.4,141.0,
1984,T HASEGAWA,Japan,Personal Goods,34.4,-0.2,386.5,0.8,8.9,26.9,0.8,7.0,41.6,19.4,10.8,1.5,1.6,650.4,2.6
1985,STARS GROUP,Canada,Software & Computer Services,34.4,-31.1,816.7,3.4,4.2,4.8,-57.7,0.6,209.3,128.6,25.6,1.8,-10.7,2015.5,-21.9
1986,YARA,Norway,Chemicals,34.3,93.8,10694.1,-13.2,0.3,1416.7,33.7,13.2,965.3,-37.8,9.0,14.7,14.4,8894.4,-20.4
1987,MITHRA PHARMACEUTICALS,Belgium,Pharmaceuticals & Biotechnology,34.3,261.4,22.5,9.9,152.7,13.8,531.1,61.4,-36.0,152.2,-160.1,0.1,21.2,277.7,-17.4
1988,T V S MOTOR COMPANY,India,Automobiles & Parts,34.2,8.1,1607.7,13.7,2.1,77.1,46.9,4.8,77.1,30.1,4.8,5.2,3.8,2161.2,45.8
1989,ELITEGROUP COMPUTER SYSTEMS,Taiwan,Technology Hardware & Equipment,34.2,-10.7,879.6,-38.1,3.9,9.1,19.7,1.0,-47.9,-194.8,-5.4,,,239.0,-19.8
1990,DJO FINANCE,US,Health Care Equipment & Services,34.2,7.0,1096.0,3.7,3.1,48.8,15.1,4.5,-114.8,-208.3,-10.5,,,,
1991,IGG,China,Leisure Goods,34.2,32.5,305.6,59.0,11.2,4.7,18.5,1.5,76.1,74.4,24.9,1.0,12.7,738.2,47.7
1992,HONGFA TECHNOLOGY,China,Electronic & Electrical Equipment,34.2,20.9,676.5,18.6,5.0,72.3,-18.1,10.7,130.7,23.7,19.3,12.8,8.9,984.2,-15.2
1993,SCHALTBAU,Germany,Industrial Engineering,34.1,13.2,509.1,2.5,6.7,19.3,-12.1,3.8,-14.3,-139.4,-2.8,3.4,13.4,251.9,-15.8
1994,JGC,Japan,Industrial Engineering,34.1,-14.7,5629.9,-21.2,0.6,50.2,74.6,0.9,-222.7,-157.1,-4.0,7.6,0.9,3451.9,-7.4
1995,JOHN BEAN TECHNOLOGIES,US,Industrial Engineering,34.1,36.5,1281.2,22.0,2.7,35.2,-1.6,2.7,108.3,28.9,8.5,5.0,19.0,1899.6,107.1
1996,QUIDEL,US,Pharmaceuticals & Biotechnology,34.0,8.3,181.8,-2.3,18.7,11.3,-30.1,6.2,-4.2,-262.1,-2.3,0.6,0.5,669.0,2.2
1997,ANGES MG,Japan,Pharmaceuticals & Biotechnology,34.0,18.6,4.2,19.6,814.5,0.4,9.2,9.6,-38.7,14.2,-926.2,0.1,-14.1,129.4,20.4
1998,KONECRANES,Finland,Industrial Engineering,34.0,18.5,2118.4,-0.4,1.6,27.3,-37.0,1.3,84.9,34.5,4.0,11.0,-7.9,1795.7,0.9
1999,ERAMET,France,Industrial Metals & Mining,34.0,36.0,2897.0,-3.9,1.2,189.0,-24.1,6.5,-2.0,-99.7,-0.1,11.6,-10.3,826.0,-38.4
2000,STEELCASE,US,Household Goods & Home Construction,34.0,8.5,2876.8,-0.9,1.2,58.0,-34.6,2.0,194.8,5.6,6.8,11.7,6.4,1242.3,-17.6
2001,BRADY (US),US,Electronic & Electrical Equipment,34.0,-2.5,1063.1,-4.4,3.2,16.3,-35.7,1.5,111.8,126.1,10.5,6.5,-0.9,1484.5,49.1
2002,CONTROL4,US,Electronic & Electrical Equipment,34.0,10.8,198.1,28.0,17.1,2.5,-28.9,1.3,4.9,-748.4,2.5,0.5,21.6,244.3,18.3
2003,OKUMA,Japan,Industrial Engineering,33.9,0.9,1321.3,-11.3,2.6,56.9,174.1,4.3,126.4,-27.3,9.6,3.4,2.7,1077.6,-17.7
2004,TURK TELEKOMUNIKASYON,Turkey,Mobile Telecommunications,33.9,79.2,4338.5,10.9,0.8,1257.0,40.6,29.0,692.5,-21.8,16.0,33.2,-2.7,5627.7,-2.5
2005,CEGID,France,Software & Computer Services,33.9,4.7,307.6,9.0,11.0,2.3,59.9,0.8,43.9,13.8,14.3,2.2,8.9,565.2,54.9
2006,CYTRX,US,Pharmaceuticals & Biotechnology,33.9,-17.5,0.2,100.0, ,1.0,208.0,510.2,-49.6,-17.4, ,0.0,-12.9,51.7,-66.7
2007,CIDARA THERAPEUTICS,US,Pharmaceuticals & Biotechnology,33.9,52.1,,,,0.4,-65.7,,-46.0,49.9,,0.1,25.0,152.6,-17.3
2008,CARBONITE,US,Software & Computer Services,33.9,19.5,196.4,51.5,17.2,6.2,-32.4,3.2,-1.8,-90.9,-0.9,0.8,34.8,358.1,24.9
2009,MORGAN ADVANCED MATERIALS,UK,General Industrials,33.8,14.2,1154.5,8.5,2.9,46.1,-37.8,4.0,121.3,25.9,10.5,8.9,-1.2,951.8,-14.7
2010,QUALYS,US,Support Services,33.8,19.1,187.8,20.5,18.0,22.1,15.4,11.7,28.6,21.4,15.2,0.7,34.1,1154.4,22.8
2011,ONKYO,Japan,Electronic & Electrical Equipment,33.8,21.9,453.9,-13.2,7.4,4.3,-0.6,1.0,6.3,-129.4,1.4,1.6,-10.0,64.1,-13.8
2012,INSTRUCTURE,US,Software & Computer Services,33.7,47.3,105.2,51.5,32.1,7.3,15.6,7.0,-50.6,2.7,-48.1,0.9,23.7,635.3,
2013,DESCARTES SYSTEMS,Canada,Software & Computer Services,33.7,13.6,193.3,10.2,17.4,4.7,14.0,2.4,29.1,9.3,15.1,,,1497.7,23.4
2014,ATRICURE,US,Health Care Equipment & Services,33.7,38.0,147.1,19.5,22.9,7.3,-42.8,5.0,-29.5,16.5,-20.1,0.5,16.3,484.8,-26.8
2015,ERAE CS,South Korea,Automobiles & Parts,33.6,334.5,842.6,159.2,4.0,,,,-4.6,-120.3,-0.6,0.3,,,
2016,ZHEJIANG SANHUA,China,Industrial Engineering,33.6,9.0,895.1,9.0,3.7,43.8,-5.6,4.9,117.9,18.6,13.2,7.6,0.0,2029.9,39.0
2017,TACHI S,Japan,Automobiles & Parts,33.5,-3.4,2294.7,-0.4,1.5,32.9,2.7,1.4,72.0,46.0,3.1,11.0,-3.1,509.1,13.3
2018,KENDA RUBBER INDUSTRIAL,Taiwan,Automobiles & Parts,33.5,8.6,866.3,-5.6,3.9,35.7,-5.6,4.1,101.6,-10.6,11.7,,,1289.4,16.9
2019,KOBAYASHI PHARMACEUTICAL,Japan,Pharmaceuticals & Biotechnology,33.5,-28.8,975.1,-12.5,3.4,23.1,-15.7,2.4,130.5,-11.4,13.4,3.0,6.8,3319.3,1.9
2020,SITRONIX TECHNOLOGY,Taiwan,Technology Hardware & Equipment,33.5,9.3,299.3,10.0,11.2,7.6,64.8,2.5,37.0,26.8,12.3,,,375.6,25.0
2021,WELBILT,US,Industrial Engineering,33.4,34.9,1381.8,-7.2,2.4,15.2,21.2,1.1,197.5,23.3,14.3,5.5,0.0,2099.2,
2022,VESUVIUS,UK,General Industrials,33.4,10.9,1635.5,6.0,2.0,36.5,-17.8,2.2,120.3,9.4,7.4,10.8,-0.7,1107.8,-12.2
2023,ZHEJIANG WANFENG AUTO WHEEL,China,Automobiles & Parts,33.4,1.4,1235.3,10.1,2.7,103.9,-28.7,8.4,182.1,15.8,14.7,9.2,-2.0,3656.4,97.8
2024,STAMPSCOM,US,General Retailers,33.4,58.9,345.6,70.3,9.7,7.4,238.3,2.1,114.0,136.8,33.0,0.7,16.7,1584.5,23.0
2025,Q2 HOLDINGS,US,Software & Computer Services,33.3,60.9,142.5,38.0,23.4,13.9,105.8,9.8,-27.9,31.6,-19.6,0.7,12.8,1068.7,15.4
2026,ROSETTA STONE,US,Software & Computer Services,33.3,1.5,184.1,-10.8,18.1,11.9,41.3,6.4,-19.1,-42.6,-10.3,1.0,-11.8,184.3,28.2
2027,TONGFU MICROELECTRONICS,China,Technology Hardware & Equipment,33.3,7.2,624.7,98.1,5.3,213.2,24.8,34.1,31.4,255.3,5.0,8.7,52.6,1555.7,0.3
2028,BE SEMICONDUCTOR INDUSTRIES,Netherlands,Technology Hardware & Equipment,33.2,-3.3,375.4,7.5,8.9,4.5,7.7,1.2,75.2,29.8,20.0,1.6,3.1,1123.0,60.0
2029,NGK SPARK PLUG,Japan,Automobiles & Parts,33.2,-82.3,3028.9,-2.7,1.1,283.6,-18.6,9.4,271.4,-47.7,9.0,14.9,2.8,3513.3,-35.1
2030,NOVA MEASURING INSTRUMENTS,Israel,Electronic & Electrical Equipment,33.2,-11.9,155.5,10.4,21.4,3.0,-28.4,1.9,9.6,-12.2,6.2,0.5,2.8,302.5,6.5
2031,ALI,Taiwan,Technology Hardware & Equipment,33.2,-2.5,99.9,-6.4,33.2,0.6,-52.5,0.6,-10.3,91.3,-10.3,,,149.4,33.2
2032,3SBIO,China,Pharmaceuticals & Biotechnology,33.2,118.3,381.8,67.2,8.7,15.9,90.8,4.2,125.1,97.5,32.8,3.5,59.2,2453.8,2.4
2033,CAIXA GENERAL DE DEPOSITOS,Portugal,Banks,33.2,19.1,1772.4,-23.4,1.9,76.6,-1.0,4.3,-2651.8,12368.6,-149.6,15.4,-4.0,,
2034,PTC THERAPEUTICS,US,Pharmaceuticals & Biotechnology,33.1,-58.9,78.5,124.9,42.2,1.7,-34.7,2.1,-125.3,-21.0,-159.7,0.3,-5.0,266.7,-78.5
2035,YGSOFT,China,Software & Computer Services,33.1,6.3,147.0,19.3,22.5,4.5,23.9,3.1,15.4,64.9,10.5,3.8,-3.6,996.7,-6.2
2036,DSP,US,Technology Hardware & Equipment,33.1,-4.6,130.8,-4.4,25.3,2.0,-8.4,1.5,4.0,485.4,3.0,0.3,6.1,239.7,30.4
2037,JCR PHARMACEUTICALS,Japan,Pharmaceuticals & Biotechnology,33.1,21.6,146.9,3.7,22.5,12.6,9.7,8.6,19.2,9.7,13.1,0.6,7.6,705.7,-10.2
2038,STEPAN,US,Chemicals,33.1,15.0,1675.5,-0.6,2.0,97.8,-13.6,5.8,126.4,8.5,7.5,2.1,3.5,1490.7,56.5
2039,COHU,US,Technology Hardware & Equipment,33.1,5.2,267.6,4.6,12.4,3.3,-47.6,1.2,5.4,-28.8,2.0,1.8,12.5,275.1,15.4
2040,MOTIF BIO,UK,Pharmaceuticals & Biotechnology,33.0,643.3,0.1,1580.1, ,,,,-37.6,380.1, ,0.0,50.0,64.0,-6.3
2041,METSO,Finland,Industrial Engineering,33.0,-17.5,2586.0,-13.1,1.3,31.0,-32.6,1.2,218.0,-30.6,8.4,11.5,-6.7,3773.7,14.1
2042,ERAE AUTOMOTIVE SYSTEMS,South Korea,Automobiles & Parts,33.0,2.7,784.0,-8.1,4.2,,,,-5.6,-166.8,-0.7,1.7,,,
2043,TENNANT,US,Industrial Engineering,33.0,7.2,767.1,-0.4,4.3,25.2,7.0,3.3,65.1,29.1,8.5,3.2,2.3,1079.9,8.8
2044,DIASORIN,Italy,Pharmaceuticals & Biotechnology,32.9,28.6,569.3,14.0,5.8,30.0,10.5,5.3,177.3,12.3,31.1,1.8,11.2,3242.2,41.2
2045,HORMEL FOODS,US,Food Producers,32.9,8.4,9034.5,2.8,0.4,242.4,77.4,2.7,1219.2,23.2,13.5,21.1,1.9,19208.1,25.3
2046,AGILYSYS,US,Technology Hardware & Equipment,32.9,-4.7,121.1,6.1,27.2,15.2,-23.4,12.6,-9.3,152.6,-7.6,0.6,7.8,240.5,7.6
2047,KMD,Denmark,Software & Computer Services,32.8,40.1,692.9,7.0,4.7,5.7,-43.4,0.8,91.7,314.0,13.2,3.2,6.8,,
2048,ENGHOUSE SYSTEMS,Canada,Software & Computer Services,32.8,13.3,217.6,10.3,15.1,2.4,16.2,1.1,32.7,10.1,15.0,1.5,10.6,1056.3,11.6
2049,CELLECTIS,France,Pharmaceuticals & Biotechnology,32.8,737.3,40.5,-19.6,81.1,12.4,218.2,30.6,-60.8,117.8,-150.2,0.1,5.2,830.0,-22.3
2050,AVADEL PHARMACEUTICALS,Ireland,Pharmaceuticals & Biotechnology,32.8,35.2,142.5,-13.3,23.0,1.1,-26.3,0.8,-4.7,-106.9,-3.3,0.2,,523.1,-38.1
2051,FIVES,France,Industrial Engineering,32.8,22.7,1779.2,3.6,1.8,18.5,-6.9,1.0,64.1,18.6,3.6,8.4,0.8,,
2052,CHI MEI,Taiwan,General Industrials,32.8,-14.0,3789.6,-1.6,0.9,53.7,-50.0,1.4,276.1,82.6,7.3,,,,
2053,COUPA SOFTWARE,US,Software & Computer Services,32.8,33.1,126.9,59.9,25.8,4.3,16.1,3.4,-33.6,-21.7,-26.5,0.7,29.9,,
2054,SHIJIAZHUANG YILING PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,32.7,10.2,507.1,18.3,6.5,50.9,-22.0,10.0,85.8,31.3,16.9,5.0,6.1,2065.9,16.9
2055,KEWPIE,Japan,Food Producers,32.7,-4.1,4486.0,-4.5,0.7,253.0,3.7,5.6,241.5,14.0,5.4,14.1,4.6,3533.0,6.2
2056,LEOCH INTERNATIONAL TECHNOLOGY,China,Electronic & Electrical Equipment,32.7,21.8,854.9,44.6,3.8,31.7,16.7,3.7,61.3,97.7,7.2,12.3,10.0,155.6,88.0
2057,SICHUAN JIUZHOU ELECTRIC,China,Leisure Goods,32.7,2.3,527.5,17.5,6.2,8.8,-46.2,1.7,33.6,-10.7,6.4,4.9,-4.0,1597.2,10.6
2058,AXCELIS TECHNOLOGIES,US,Electronic & Electrical Equipment,32.6,5.6,253.3,-11.4,12.9,2.4,36.9,0.9,16.0,-18.5,6.3,0.8,4.6,324.5,-8.2
2059,TANVEX BIOPHARMA,Taiwan,Pharmaceuticals & Biotechnology,32.5,67.3,0.4,3167.0, ,7.0,-33.7,1588.1,-39.3,60.7, ,,,,
2060,NOVANTA,Canada,Industrial Engineering,32.5,4.1,365.0,3.0,8.9,8.0,52.4,2.2,30.9,12.5,8.5,1.3,-6.3,551.4,30.0
2061,TAMRON,Japan,Leisure Goods,32.5,-1.2,486.5,-16.7,6.7,18.6,-4.7,3.8,18.9,-48.9,3.9,4.7,-18.9,336.2,-34.4
2062,DAYIE SPECIAL STEEL,China,Industrial Metals & Mining,32.5,5.7,801.2,4.3,4.1,7.7,-58.8,1.0,48.4,28.8,6.0,4.5,18.6,760.1,
2063,GENOCEA BIOSCIENCES,US,Pharmaceuticals & Biotechnology,32.5,22.1,0.2,-64.9, ,2.4,-8.8,1080.0,-45.8,16.6, ,0.1,12.6,144.3,-53.4
2064,SANWA,Japan,Construction & Materials,32.5,8.5,2874.6,-3.2,1.1,65.8,-0.4,2.3,214.8,5.8,7.5,9.1,3.0,1782.0,-2.8
2065,DANIELI,Italy,Industrial Engineering,32.4,-20.8,2508.4,-9.3,1.3,95.1,-50.5,3.8,130.2,-22.5,5.2,9.4,-14.0,784.9,6.9
2066,ION BEAM APPLICATIONS,Belgium,Health Care Equipment & Services,32.4,20.9,328.8,21.6,9.8,9.4,278.7,2.9,29.2,-52.2,8.9,1.4,19.3,1195.9,49.0
2067,BRIGHTCOVE,US,Software & Computer Services,32.3,11.0,142.6,11.6,22.7,5.2,93.0,3.7,-8.5,33.1,-6.0,0.5,18.6,404.4,145.5
2068,BANKRATE,US,Financial Services,32.3,44.9,411.9,16.7,7.8,10.9,4.3,2.6,-5.2,-109.9,-1.3,0.6,16.1,671.4,-31.0
2069,AVIC ELECTROMECHANICAL SYSTEMS,China,Aerospace & Defence,32.3,32.2,1140.9,7.0,2.8,93.0,0.2,8.1,111.8,11.7,9.8,18.9,11.5,1281.2,-0.7
2070,SBM OFFSHORE,Netherlands,"Oil Equipment, Services & Distribution",32.3,-38.2,2155.4,-16.0,1.5,8.5,,0.4,535.1,136.0,24.8,4.2,-33.7,2802.9,24.4
2071,YANGTZE OPTICAL FIBRE AND CABLE JOINT STOCK,China,Mobile Telecommunications,32.2,19.8,1106.0,20.4,2.9,103.5,169.4,9.4,106.0,14.4,9.6,3.5,24.9,427.5,28.8
2072,SHENZHEN MTC,China,Leisure Goods,32.1,87.2,980.0,22.2,3.3,32.5,55.5,3.3,47.5,-14.5,4.9,5.7,14.8,1799.6,-8.1
2073,CHANGLIN,China,Industrial Engineering,32.1,525.9,6827.1,21.2,0.5,217.2,-6.3,3.2,217.1,30.4,3.2,10.6,845.9,,
2074,COMET,Switzerland,Electronic & Electrical Equipment,32.1,28.3,309.9,17.8,10.4,15.8,49.5,5.1,34.0,43.1,11.0,1.2,12.3,608.6,19.7
2075,TOMRA SYSTEMS,Norway,Industrial Engineering,32.1,4.9,730.9,7.2,4.4,40.0,-9.5,5.5,107.3,10.6,14.7,2.6,6.9,1515.0,28.7
2076,GFI INFORMATIQUE,France,Software & Computer Services,32.1,94.5,1015.4,13.6,3.2,11.5,52.6,1.1,52.6,34.9,5.2,12.4,8.6,537.2,28.2
2077,NICHICON,Japan,Electronic & Electrical Equipment,32.1,6.5,815.5,-8.6,3.9,44.6,156.3,5.5,22.8,-34.8,2.8,5.2,7.6,557.9,-5.4
2078,SUCAMPO PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,32.0,44.1,218.2,50.2,14.7,1.2,-65.5,0.5,53.3,25.7,24.4,0.1,-12.6,476.4,-58.7
2079,SHANGHAI EAST CHINA COMPUTER,China,Technology Hardware & Equipment,32.0,23.0,822.4,-0.3,3.9,4.4,214.9,0.5,46.9,-11.8,5.7,2.3,7.5,1539.9,-12.0
2080,KIKKOMAN,Japan,Food Producers,32.0,7.7,3266.6,-1.5,1.0,89.1,-15.7,2.7,266.8,0.7,8.2,6.8,14.1,5562.1,-16.6
2081,MEGMILK SNOW BRAND,Japan,Food Producers,32.0,2.5,4775.3,1.7,0.7,127.1,0.3,2.7,144.1,37.4,3.0,4.9,1.3,1833.2,38.6
2082,ESCO TECHNOLOGIES,US,Electronic & Electrical Equipment,32.0,42.8,542.1,6.4,5.9,21.4,16.4,3.9,73.5,22.2,13.6,2.4,15.0,1100.8,23.1
2083,CONSTELLIUM,Netherlands,Industrial Metals & Mining,32.0,-8.6,4743.0,-8.0,0.7,355.0,1.4,7.5,236.0,38.8,5.0,11.0,0.0,748.5,14.8
2084,ROCKWOOL INTERNATIONAL,Denmark,Construction & Materials,32.0,0.0,2201.8,-0.3,1.5,96.0,-42.5,4.4,225.4,67.5,10.2,10.4,-1.8,1829.5,39.7
2085,KEMIRA,Finland,Chemicals,32.0,0.0,2363.3,-0.4,1.4,212.6,19.8,9.0,146.1,10.9,6.2,4.8,2.8,1786.4,8.4
2086,NEVRO,US,Health Care Equipment & Services,32.0,57.7,216.8,228.3,14.8,3.2,-32.7,1.5,-21.9,-63.0,-10.1,0.5,68.2,2553.3,114.3
2087,WEIR,UK,Industrial Engineering,32.0,-5.5,2175.6,-2.8,1.5,58.9,-26.9,2.7,101.5,-158.2,4.7,13.7,-7.0,3808.2,8.6
