World rank,Company,Country,Region,Industry-ICB3 sector name,R&D 2020 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
1220,COBHAM,UK,RoW,Aerospace & Defence,96.240035,-14.7287,2258.906745,-1.1864,4.2605,,,,90.990579,-25.6479,4.0281,10185,-1.6797,3897.010566,20.4819
1221,KANSAI ELECTRIC POWER,Japan,Japan,Electricity,96.135474,2.5329,24318.13087,-2.8848,0.3953,5091.688616,20.3774,20.9378,1146.123591,-29.5774,4.713,31933,0.2606,7706.85884,-19.2263
1222,UNIQURE,Netherlands,EU,Pharmaceuticals & Biotechnology,96.002828,28.4062,30.571284,415.2315,314.0294,5.925356,28.6675,19.3821,-100.17038,-0.8494,-327.6617,332,33.871,1476.720408,-11.7526
1223,CRITEO,France,EU,Media,95.780352,-23.7216,1689.037771,-8.3528,5.6707,43.086978,-25.0489,2.551,102.514119,-10.9189,6.0694,2594,-5.8439,657.003328,-36.2997
1224,SEMTECH,US,US,Technology Hardware & Equipment,95.777907,9.4637,484.978696,8.6948,19.7489,26.675918,41.9761,5.5004,61.109155,41.8892,12.6004,1394,0.4323,3114.467945,36.8687
1225,AMERICAN AXLE & MANUFACTURING,US,US,Automobiles & Parts,95.672782,-18.8666,3838.972244,-27.8691,2.4921,175.780401,-50.3224,4.5788,-267.134054,47.3258,-6.9585,20000,0,718.168378,23.5827
1226,HAMAMATSU PHOTONICS,Japan,Japan,Electronic & Electrical Equipment,95.522095,-7.0691,1102.911776,-3.8797,8.6609,136.925225,24.5137,12.4149,167.67285,-16.0683,15.2027,5195,3.1778,6268.124654,31.6201
1227,ODONATE THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,95.380222,12.5026,,,,0.352049,,,-103.848974,10.8788,,153,0.6579,422.827539,-47.6804
1228,CARGOTEC,Finland,EU,Industrial Engineering,95.2,-3.9354,3263.4,-11.4025,2.9172,46.7,-31.8248,1.431,89.5,-50.0279,2.7425,11552,-8.2228,1461.221427,2.5562
1229,DAWNING INFORMATION INDUSTRY,China,China,Technology Hardware & Equipment,95.187321,-5.301,1262.325185,6.6647,7.5406,69.106996,-26.5539,5.4746,143.210145,33.3297,11.3449,3332,9.2817,7337.560297,84.6197
1230,AGFA-GEVAERT,Belgium,EU,Electronic & Electrical Equipment,95,-35.3741,1796,-19.7856,5.2895,31,-8.8235,1.7261,-40,-300,-2.2272,7337,-7.0324,608.352682,-2.2099
1231,XIAMEN TUNGSTEN,China,China,Industrial Metals & Mining,94.899498,7.4365,2275.639119,8.3202,4.1702,123.906546,-36.9937,5.4449,202.669396,73.3057,8.906,13819,1.2826,2577.497293,13.4259
1232,UBIQUITI NETWORKS,US,US,Technology Hardware & Equipment,94.671233,29.9379,1546.813743,47.7691,6.1204,,,,605.160498,55.2896,39.123,1223,19.7845,9434.274202,52.6177
1233,RUBIUS THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,94.619077,3.2806,,,,4.47967,,,-135.643468,-1.8591,,204,-8.5202,316.92167,-47.3873
1234,DIC,Japan,Japan,Chemicals,94.594161,-3.8065,5514.307241,-8.7624,1.7154,257.297063,-3.8864,4.666,302.065918,0.2087,5.4779,20242,-1.3211,1887.958143,-10.1496
1235,GENTEX,US,US,Automobiles & Parts,94.478947,1.0879,1375.756195,-9.1833,6.8674,45.663738,-36.0398,3.3192,332.808814,-16.4057,24.191,5303,-9.7208,5417.930102,-1.899
1236,U BLOX,Switzerland,RoW,Electronic & Electrical Equipment,94.4249,-5.7449,308.64155,-13.3955,30.5937,4.022826,-32.9994,1.3034,-59.979625,-393.8832,-19.4334,,,335.138635,-20.8747
1237,SUNGROW POWER SUPPLY,China,China,Alternative Energy,94.36818,27.1806,2385.190582,47.8196,3.9564,119.831959,40.6345,5.024,295.314575,83.4625,12.3812,4492,15.4459,2965.007492,84.2423
1238,SIHUAN PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,94.292772,117.1106,308.405406,-14.3363,30.5743,63.180051,1.1673,20.486,37.163621,-111.7601,12.0502,4354,8.6056,935.255529,-32.8571
1239,AKESO,China,China,Pharmaceuticals & Biotechnology,94.209095,153.6173,8.663206,-1.9879, ,55.401372,226.0088,639.502,-118.995941,284.9762, ,746,,2444.63588,
1240,COHERENT,US,US,Electronic & Electrical Equipment,94.187979,-1.5125,1001.548155,-14.0945,9.4042,52.90444,-22.0501,5.2823,-348.447769,-515.9541,-34.7909,4875,-5.9606,2226.972962,-21.3942
1241,HENGLI PETROCHEMICAL,China,China,Industrial Engineering,94.07564,-15.7109,18492.0166,51.3947,0.5087,2985.290024,-42.6948,16.1437,2973.192712,45.3338,16.0783,29522,11.3786,12147.39619,53.2799
1242,ARCUTIS BIOTHERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,93.967948,215.722,,,,0.261592,,,-111.356109,216.8066,,54,86.2069,780.218393,
1243,CNOOC ENERGY TECHNOLOGY & SERVICES,China,China,Oil & Gas Producers,93.950746,4.7646,4116.26095,-0.7863,2.2824,69.117347,-48.3772,1.6791,231.792459,14.9848,5.6311,15117,-0.976,586.117853,-20.7547
1244,DENTSPLY SIRONA,US,US,Health Care Equipment & Services,93.71695,-12.4143,2723.49606,-17.0555,3.4411,70.89891,-29.2107,2.6032,21.18818,-93.6477,0.778,15000,-1.3158,7989.519018,-16.1424
1245,HANWHA CHEMICAL,South Korea,RoW,Chemicals,93.534189,135.0165,6887.213211,-2.7744,1.3581,668.148296,-24.0858,9.7013,445.052985,29.409,6.462,,,4783.659065,128.6156
1246,CORCEPT THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,93.524626,28.9237,288.382538,15.4617,32.4308,1.008883,13.7868,0.3498,104.475655,14.8702,36.2281,236,14.5631,1195.976769,2.3693
1247,SHANDONG HI-SPEED ROAD & BRIDGE,China,China,Construction & Materials,93.521684,123.5903,4004.398217,35.9759,2.3355,58.784724,-11.5564,1.468,240.422993,46.39,6.004,14020,34.8855,792.018939,21.4195
1248,IMMUNOGEN,US,US,Pharmaceuticals & Biotechnology,93.36164,0.0961,107.814424,60.8088,86.5948,0.74729,-67.768,0.6931,-17.026332,-70.4651,-15.7923,79,5.3333,526.286548,58.4074
1249,SHOWA,Japan,Japan,Automobiles & Parts,92.911299,-2.1046,2048.043417,-9.1576,4.5366,90.890291,70.0706,4.4379,175.544556,-30.0417,8.5713,12240,-2.9727,799.739738,-23.2506
1250,RINNAI,Japan,Japan,Household Goods & Home Construction,92.809069,26.7942,2708.024264,1.1467,3.4272,99.15519,29.4293,3.6615,319.987615,9.9281,11.8163,10386,-0.622,3981.915653,47.0765
1251,SPECTRIS,UK,RoW,Electronic & Electrical Equipment,92.631034,-9.7015,1461.31745,-18.125,6.3389,47.135744,-50.2309,3.2256,-24.388099,-107.7538,-1.6689,8374,-3.2914,3221.983007,9.9573
1252,MAKITA,Japan,Japan,Household Goods & Home Construction,92.557426,9.3053,4783.819181,23.4896,1.9348,392.051868,12.2633,8.1954,695.666964,38.1257,14.5421,18624,8.976,10789.86703,56.8
1253,POWERCHIP,Taiwan,RoW,Technology Hardware & Equipment,92.469027,,,,,,,,,,,,,,
1254,TURNING POINT THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,92.422026,95.7286,20.37325,, ,1.030071,,5.056,-131.885011,108.2188, ,142,49.4737,2686.631686,92.9316
1255,MITSUBA,Japan,Japan,Electronic & Electrical Equipment,92.392285,-17.9539,2116.962133,-11.5119,4.3644,58.027293,-71.2252,2.7411,65.631629,125.1416,3.1003,26126,-7.4531,133.701166,-31.0536
1256,TONGFU MICROELECTRONICS,China,China,Technology Hardware & Equipment,92.377983,23.8116,1309.974566,30.0393,7.0519,452.670426,72.1368,34.5557,76.073102,216.9191,5.8072,13594,10.9352,3424.994276,164.8498
1257,SHANGHAI ZHENHUA,China,China,General Industrials,92.292726,1.4186,2779.703546,-7.5274,3.3202,204.378343,-5.5791,7.3525,174.380728,-20.3956,6.2734,8702,0.0115,396.535973,-26.4706
1258,LYONDELLBASELL INDUSTRIES,Netherlands,EU,Chemicals,92.08709,1.8018,22952.50345,-19.3234,0.4012,1617.63605,-26.9146,7.0478,1307.96265,-59.5004,5.6986,19200,0.5236,17814.20473,-15.7337
1259,TRULY INTERNATIONAL,China,China,Leisure Goods,92.074266,8.2724,2330.503241,-1.6012,3.9508,100.865692,-22.0742,4.3281,142.960038,15.8086,6.1343,16100,0,335.363952,-3.9604
1260,CYTOMX THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,92.034934,-14.1948,81.788004,74.576,112.5286,1.881673,-33.972,2.3007,-39.609672,-56.1703,-48.4297,146,-8.75,274.797051,-15.4233
1261,ORTHO CLINICAL DIAGNOSTICS,UK,RoW,Pharmaceuticals & Biotechnology,92.005597,15.2041,1018.336528,-30.6356,9.0349,23.144012,-57.0997,2.2727,80.67807,46.8843,7.9225,,,,
1262,SCOR,France,EU,Nonlife Insurance,92,9.5238,14580,0.9486,0.631,53,23.2558,0.3635,-196,-1406.6667,-1.3443,3123,3.1374,4185.237282,-38.3134
1263,AVERY DENNISON,US,US,Chemicals,91.924104,21.8143,5681.284495,-1.3946,1.618,164.126902,-8.2042,2.8889,698.476503,3.8531,12.2943,32000,6.6667,7848.344733,-1.0224
1264,GCL-POLY ENERGY,China,China,Electricity,91.847445,41.2472,2400.510128,-6.3982,3.8262,627.593369,-53.7988,26.1442,-39.120231,-113.6282,-1.6297,,,636.084775,-37.7087
1265,CHUGOKU ELECTRIC POWER,Japan,Japan,Electricity,91.826089,-1.9234,10281.95836,-2.958,0.8931,1462.86344,6.9577,14.2275,269.603976,-28.833,2.6221,13050,-0.8585,3933.524397,-0.659
1266,ENBW ENERGIE BADEN-WURTTEMBERG,Germany,EU,Electricity,91.7,40.6442,19694.3,4.9523,0.4656,2178.1,11.8236,11.0595,1224.1,273.315,6.2155,24655,5.8473,13277.02579,34.0782
1267,TAKASAGO INTERNATIONAL,Japan,Japan,Chemicals,91.653084,-2.9155,1182.462407,-1.3696,7.751,47.631294,-10.1202,4.0281,49.471433,139.4747,4.1838,3719,-59.864,312.354769,-22.9777
1268,HUIZHOU DESAY SV AUTOMOTIVE,China,China,Electronic & Electrical Equipment,91.590266,22.4262,823.03054,26.1798,11.1284,53.850799,9.3421,6.543,72.367639,112.683,8.7928,4296,-4.6605,1062.842289,211.5385
1269,GAOTU TECHEDU,China,China,General Retailers,91.589058,246.1171,888.486071,236.8904,10.3084,35.424994,363.6623,3.9871,-218.860126,-913.5171,-24.6329,22570,250.7382,10176.1843,496.3687
1270,HUYA,China,China,Software & Computer Services,91.565489,44.3367,1361.069152,30.3286,6.7275,6.785159,-11.1093,0.4985,90.405116,177.3592,6.6422,2075,11.3197,403.73261,13.9682
1271,MINTH,China,China,Automobiles & Parts,91.49765,15.1037,1554.670551,-5.5411,5.8853,276.018458,44.1199,17.7541,210.545468,-18.3336,13.5428,17812,0.4059,3147.481865,9.7319
1272,KINIKSA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,91.306387,-17.0065,,,,0.230625,,,-128.239829,-7.4134,,168,22.6277,451.367399,227.2912
1273,BIOCRYST PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,91.136881,36.2683,14.515533,-63.5262,627.8576,0.418874,49.8548,2.8857,-142.414722,75.7146,-981.1195,246,75.7143,597.137796,121.9028
1274,RAPID7,US,US,Software & Computer Services,91.128732,34.1121,335.332285,25.8571,27.1757,11.247663,-53.0991,3.3542,-57.85514,58.6848,-17.2531,1847,19.6244,2683.94324,25.5927
1275,FARFETCH,UK,RoW,Personal Goods,91.081466,-22.6131,1364.129255,63.9433,6.6769,21.871906,-32.0738,1.6034,-505.166142,59.8394,-37.0321,5441,20.0574,6702.328482,227.2166
1276,DYNATRACE,US,US,Software & Computer Services,90.795425,-6.5945,573.310589,28.8943,15.837,11.470954,-28.6243,2.0008,74.921404,-153.8119,13.0682,2779,23.8966,10131.01892,92.8932
1277,SORRENTO THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,90.734306,4.1739,32.58579,27.2143,278.4475,5.319863,-77.0803,16.3257,-199.265053,-5.7345,-611.509,502,61.9355,1665.166158,639.3571
1278,LEPU MEDICAL TECHNOLOGY BEIJING,China,China,Health Care Equipment & Services,90.629878,22.0874,985.360346,3.1132,9.1976,74.840899,6.5767,7.5953,269.321838,4.809,27.3323,9388,5.2702,7434.212972,46.1485
1279,UIPATH,US,US,Software & Computer Services,90.587618,-18.1371,495.186509,80.7622,18.2936,1.591558,-87.5984,0.3214,-89.905522,-78.2311,-18.1559,2863,,,
1280,LX SEMICON,South Korea,RoW,Electronic & Electrical Equipment,90.522769,21.056,870.27954,33.9945,10.4016,15.6969,24.5616,1.8037,70.577311,99.4019,8.1097,,,549.418563,37.2907
1281,GARRETT MOTION,US,US,Automobiles & Parts,90.45723,-13.9535,2472.49762,-6.5887,3.6585,65.1944,-21.5686,2.6368,189.87869,-44.7867,7.6796,6300,1.6129,176.988088,-70.4221
1282,GRG BANKING EQUIPMENT,China,China,Technology Hardware & Equipment,90.410699,0.2662,793.049012,-1.282,11.4004,85.105433,173.4678,10.7314,128.783731,10.6782,16.2391,26438,1.6143,4176.041397,105.4604
1283,WAVE LIFE SCIENCES,Singapore,RoW,Pharmaceuticals & Biotechnology,90.348844,-30.4682,16.361349,25.6147,552.209,1.090376,-65.8499,6.6643,-123.314392,-23.7991,-753.6933,220,-26.9103,372.234147,-42.0678
1284,MOOG,US,US,Aerospace & Defence,90.347214,-12.3271,2350.709591,-0.6923,3.8434,71.94528,-25.4497,3.0606,143.703126,-33.7626,6.1132,12623,-1.4521,1474.13445,-31.504
1285,OMEROS,US,US,Pharmaceuticals & Biotechnology,90.308097,1.0219,60.152428,-33.9806,150.1321,0.230625,-15.2693,0.3834,-90.132072,74.4991,-149.8395,277,7.3643,530.922305,-28.5115
1286,EMBRAER,Brazil,RoW,Aerospace & Defence,89.886779,-59.8909,3080.514758,-9.9087,2.9179,82.101362,-53.6644,2.6652,-226.527987,9116.8473,-7.3536,15658,-16.4193,852.399988,-59.1086
1287,HEIDELBERGER DRUCKMASCHINEN,Germany,EU,Industrial Engineering,89.856,-28.7304,1913.169,-18.5695,4.6967,59.802,-37.3971,3.1258,24.493,-109.919,1.2802,10538,-9.4829,182.687559,-45.9459
1288,ADAPTIMMUNE THERAPEUTICS,UK,RoW,Pharmaceuticals & Biotechnology,89.81262,1.5527,3.225492,252.763, ,1.907751,47.0478,59.146,-108.855089,-3.638, ,462,43.4783,5533.318,4366.7727
1289,CIMPRESS,Ireland,EU,Support Services,89.797951,18.2396,2112.716619,4.4796,4.2504,31.394363,-23.665,1.486,101.989304,80.0423,4.8274,14000,7.6923,,
1290,SHENZHEN SALUBRIS PHARMACEUTICALS,China,China,Pharmaceuticals & Biotechnology,89.663506,6.1382,336.306368,-38.6561,26.6613,80.118135,40.526,23.823,11.699755,-89.28,3.4789,3448,-19.2506,4918.278256,70.8646
1291,ZSCALER,US,US,Software & Computer Services,89.478499,67.2261,351.454046,42.4101,25.4595,35.100664,68.7774,9.9873,-77.907308,329.9721,-22.1671,2020,36.4865,15525.0625,117.4437
1292,UBE INDUSTRIES,Japan,Japan,General Industrials,89.4748,-11.73,4827.526418,-8.0856,1.8534,300.461694,-10.4171,6.2239,203.256737,-10.2441,4.2104,10897,0.0643,1582.592037,-6.8338
1293,BETTA PHARMACEUTICALS,China,China,Pharmaceuticals & Biotechnology,89.387489,9.2847,226.605509,22.3716,39.4463,85.526809,10.5445,37.7426,53.63955,37.9731,23.6709,1466,10.3916,6545.221508,578.2754
1294,VEOLIA ENVIRONNEMENT,France,EU,"Gas, Water & Multiutilities",89.3,60.6115,26009.9,-4.3356,0.3433,1608.6,-4.0215,6.1846,1607.7,-26.9592,6.1811,178894,0.0638,11458.78452,-6.8899
1295,PAUL HARTMANN,Germany,EU,Health Care Equipment & Services,89.3,24.7207,2433.036,11.2619,3.6703,111.536,30.0742,4.5842,166.683,72.8987,6.8508,10625,-4.2448,1207.479312,15.7534
1296,ADTRAN,US,US,Technology Hardware & Equipment,89.10852,-11.3402,412.770194,-4.4431,21.5879,5.226146,-32.4521,1.2661,-2.888111,-89.9258,-0.6997,1405,-21.5084,433.423531,8.2816
1297,JUNGHEINRICH,Germany,EU,Industrial Engineering,89.096,3.7085,3808.674,-6.4896,2.3393,90.472,-51.4015,2.3754,219.187,-16.776,5.7549,18103,-1.5124,1329.600037,42.8572
1298,CONFLUENT,US,US,Software & Computer Services,88.834704,84.5577,,,,,,,,,,,,,
1299,NIDDA GERMAN TOPCO,Germany,EU,Pharmaceuticals & Biotechnology,88.782,-5.1028,2608.6,11.9175,3.4034,,,,136.654,390.6258,5.2386,10626,3.6986,,
1300,COLOPLAST,Denmark,EU,Health Care Equipment & Services,88.520856,3.7855,2494.727601,3.3725,3.5483,113.812529,37.1151,4.5621,787.539655,13.5376,31.5682,12427,2.9236,28195.23808,31.0025
1301,CORETRONIC,Taiwan,RoW,Leisure Goods,88.476934,-9.222,1213.142737,-12.8778,7.2932,32.784495,-27.1434,2.7024,36.106618,-11.8626,2.9763,,,435.265633,-8.8427
1302,SHENGYI TECHNOLOGY,China,China,Industrial Metals & Mining,88.286168,17.4484,1783.62549,10.2929,4.9498,219.608352,11.4244,12.3125,283.60584,16.9918,15.9005,10818,4.7748,7068.069279,2.2194
1303,OKI ELECTRIC,Japan,Japan,Technology Hardware & Equipment,88.192993,6.2228,3089.452081,-14.0752,2.8546,168.435642,80.9037,5.452,71.600286,-43.0368,2.3176,15639,-11.8979,697.5252,-31.6991
1304,GIANT NETWORK GROUP,China,China,Software & Computer Services,88.172753,-14.2392,271.04787,-14.2783,32.5303,10.808618,-19.581,3.9877,74.425384,-21.3898,27.4584,1681,-17.5576,5223.166852,19.3195
1305,GS YUASA,Japan,Japan,Electronic & Electrical Equipment,88.0829,17.6947,3039.461634,-2.2859,2.898,149.56242,-4.5758,4.9207,173.413455,2.3152,5.7054,13305,-1.7501,1142.853436,-1.2921
1306,AZBIL,Japan,Japan,Electronic & Electrical Equipment,87.925623,-5.1493,1940.961473,-4.8533,4.53,25.636126,-13.7794,1.3208,202.273757,-5.5519,10.4213,10003,1.071,3802.316827,22.8782
1307,LONZA,Switzerland,RoW,Chemicals,87.915455,-20.8333,5723.758857,3.1865,1.536,825.479854,17.8336,14.422,1019.819282,12.449,17.8173,16540,6.9304,38620.14019,60.2058
1308,OC OERLIKON,Switzerland,RoW,General Industrials,87.915455,-18.1034,2089.61156,-17.4104,4.2073,59.227254,-54.2857,2.8344,68.481512,-59.116,3.2772,10692,-3.9698,2589.259854,-10.1963
1309,CHINA FIRST HEAVY INDUSTRIES,China,China,Industrial Engineering,87.909318,59.1643,2460.961651,52.1383,3.5722,53.143352,-3.518,2.1595,54.782091,-29.2749,2.226,7981,1.2946,925.255879,6.2295
1310,FONTERRA CO-OPERATIVE,New Zealand,RoW,Food Producers,87.753537,-15.3409,12353.22451,4.2806,0.7104,209.07722,-34.3808,1.6925,540.656023,-2800,4.3766,,,3797.777734,20.128
1311,IQVIA,UK,RoW,Pharmaceuticals & Biotechnology,87.670297,1.0462,1939.370141,30.6567,4.5206,,,,181.802895,-13.0287,9.3743,1894,31.6192,,
1312,CHINA HONGQIAO GROUP,China,China,Industrial Metals & Mining,87.663492,-12.1562,10742.60544,2.3347,0.816,656.901992,63.1637,6.1149,2005.313785,27.8353,18.6669,42445,-2.9474,4504.478537,-2.7237
1313,KODIAK SCIENCES,US,US,Pharmaceuticals & Biotechnology,87.514517,186.3249,,,,5.70288,,,-110.836184,176.4932,,72,84.6154,1916.240832,478.8211
1314,MITSUBISHI MATERIALS,Japan,Japan,Industrial Metals & Mining,87.500975,2.2608,11678.75766,-2.0433,0.7492,604.139701,-14.2569,5.173,182.205231,-274.9868,1.5601,27162,-5.0313,2303.780954,-13.4757
1315,CUREVAC,Netherlands,EU,Pharmaceuticals & Biotechnology,87.494,127.8905,48.871,180.6098,179.0305,36.329,225.179,74.3365,-109.815,10.3691,-224.7038,554,,7920.638761,
1316,PEARSON,UK,RoW,Media,87.490941,-41.6058,3715.084103,-12.1995,2.355,57.962748,-3.6364,1.5602,449.484711,49.4545,12.0989,21335,-6.1538,4606.498658,-35.2153
1317,ANHUI CONSTRUCTION ENGINEERING,China,China,Construction & Materials,87.436225,65.2647,6930.817721,19.5525,1.2616,77.341719,138.6205,1.1159,484.019336,13.2959,6.9836,18207,9.7799,1004.49653,106.6492
1318,CARA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,87.310785,-5.7787,110.082374,579.2819,79.314,0.28441,1838.9828,0.2584,4.388398,-104.8219,3.9865,80,19.403,592.24601,-22.5429
1319,HENSOLDT,Germany,EU,Electronic & Electrical Equipment,87.2,29.0552,1206.9,8.3234,7.2251,97.4,,8.0703,68.5,8.261,5.6757,5535,20.2738,,
1320,SHIJIAZHUANG YILING PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,87.074853,43.5522,1077.167014,51.3262,8.0837,142.758841,151.9165,13.2532,178.711957,109.1922,16.5909,16912,75.837,3516.502504,166.8144
1321,SIMCORP,Denmark,EU,Software & Computer Services,87.016,8.6939,455.97,0.3166,19.0837,2.399,39.3148,0.5261,124.296,-2.76,27.2597,1901,1.6034,4320.638428,25.574
1322,NOURYON COOPERATIEF,Netherlands,EU,Real Estate Investment & Services,87,-12.1212,,,,,,,,,,,,,
1323,RENISHAW,UK,RoW,Electronic & Electrical Equipment,86.957246,-6.5181,557.989883,-11.106,15.584,42.276716,-31.9323,7.5766,36.03205,-66.6731,6.4575,4797,-3.442,2825.950057,-34.9817
1324,AGENUS,US,US,Pharmaceuticals & Biotechnology,86.95466,55.783,71.852378,-41.2388,121.0185,2.824547,-25.5744,3.931,-94.543289,65.4106,-131.5799,359,9.4512,651.041674,102.0156
1325,EPIZYME,US,US,Pharmaceuticals & Biotechnology,86.89843,-2.0268,12.844926,-33.7731,676.5195,0.717138,48.1482,5.583,-183.69826,27.2516,-1430.1231,304,49.7537,1075.069893,11.7275
1326,FOSHAN HAITIAN,China,China,Food Producers,86.762107,20.3832,2671.106071,15.4183,3.2482,113.106158,55.672,4.2344,883.127528,20.8935,33.0622,6058,9.0745,74030.61551,91.7153
1327,ROCKET PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,86.693883,81.468,,,,23.68105,,,-109.447543,76.3641,,91,59.6491,1149.985935,158.3191
1328,SHANDONG BUCHANG PHARMACEUTICALS,China,China,Pharmaceuticals & Biotechnology,86.668886,14.5696,1963.957606,12.3144,4.413,66.896114,-18.9808,3.4062,307.494317,0.3123,15.6569,8191,3.3826,3951.914653,208.7384
1329,IMA INDUSTRIA MACCHINE AUTOMATICHE,Italy,EU,Industrial Engineering,86.539,9.895,1490.472,-6.5843,5.8061,15.7,-38.1061,1.0534,,,,6130,3.0425,2638.27188,8.0386
1330,NIBE INDUSTRIER,Sweden,EU,Industrial Engineering,86.503844,16.9811,2705.337986,7.1186,3.1975,88.995315,15.2258,3.2896,362.957376,25.1977,13.4163,17914,8.5368,10788.32699,97.8827
1331,SHANDONG LINGLONG TYRE,China,China,Automobiles & Parts,86.252334,4.2315,2246.040308,6.5106,3.8402,305.433205,-6.7501,13.5987,361.300971,34.6565,16.0861,17475,7.9237,3539.882484,14.83
1332,SCHIBSTED,Norway,RoW,Media,86.174309,34.2262,1914.655583,5.0642,4.5008,102.128976,17.7313,5.3341,342.022203,70.4762,17.8634,9342,11.3336,3925.094054,37.0317
1333,ALLAKOS,US,US,Pharmaceuticals & Biotechnology,86.002007,70.6053,,,,0.513405,,,-127.990461,71.801,,125,38.8889,3570.767827,14.6988
1334,ARVINAS,US,US,Pharmaceuticals & Biotechnology,85.857645,60.374,17.766924,-49.2704,483.2443,5.254285,3.2593,29.5734,-101.750098,142.3264,-572.6939,179,34.5865,829.77308,16.1035
1335,ONCOPEPTIDES,Sweden,EU,Pharmaceuticals & Biotechnology,85.79816,57.642,,,,1.712138,,,-158.584967,115.2145,,280,418.5185,908.531121,31.626
1336,ANRITSU,Japan,Japan,Electronic & Electrical Equipment,85.778794,-15.9306,833.087612,-1.0129,10.2965,21.1616,-4.9117,2.5401,154.846923,11.8616,18.5871,3954,1.881,2516.226097,16.3943
1337,LION,Japan,Japan,Personal Goods,85.763066,-0.3472,2794.432165,2.254,3.0691,175.064862,32.963,6.2648,263.092715,10.7925,9.4149,7452,4.2092,5283.03216,8.7651
1338,CIPLA,India,RoW,Pharmaceuticals & Biotechnology,85.71124,-21.2837,2118.213832,13.7388,4.0464,70.240046,9.9324,3.316,368.535464,59.6245,17.3984,25672,-0.6694,6405.224094,50.7763
1339,HAISCO PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,85.560255,32.7557,409.632485,-15.2938,20.8871,75.037184,3.2687,18.3182,54.608378,-20.4125,13.3311,3766,6.0248,1561.719615,29.6009
1340,TOKUYAMA,Japan,Japan,Chemicals,85.346282,18.0572,2378.081023,-4.3306,3.5889,187.159451,20.7754,7.8702,236.693795,-12.112,9.9531,5476,-3.5746,1364.983126,10.7541
1341,MOCHIDA PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,85.314827,-8.7092,809.93646,1.1749,10.5335,15.216535,-1.1747,1.8787,94.397565,36.3007,11.6549,1558,-1.4548,1250.873512,-5.6627
1342,QUADIENT,France,EU,Technology Hardware & Equipment,85.3,1.1862,1029.4,-9.9151,8.2864,37.6,-37.4376,3.6526,96.1,12.2664,9.3355,5235,-8.045,403.349186,-36.8848
1343,BENTELER INTERNATIONAL,Austria,EU,Automobiles & Parts,85.118,-8.5844,7712.66,-4.4472,1.1036,,,,-410.214,-457.0307,-5.3187,28346,-0.8118,,
1344,REPSOL,Spain,EU,Oil & Gas Producers,85,-15,33282,-32.5292,0.2554,1886,-27.2096,5.6667,-358,-116.061,-1.0757,23793,-3.414,10769.88221,-49.0449
1345,TECHNICOLOR,France,EU,Media,85,-24.7788,3006,-21.0194,2.8277,33,-52.8571,1.0978,-278,120.6349,-9.2482,13289,-23.6878,40.351231,-87.7537
1346,OSHKOSH,US,US,Industrial Engineering,84.671227,4.9495,5587.812024,-18.1961,1.5153,106.103886,-25.2583,1.8988,409.991283,-36.8758,7.3372,14400,-6.4935,4274.195511,9.1285
1347,HISAMITSU PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,84.662128,2.4943,900.488606,-18.7826,9.4018,26.273097,-9.6539,2.9176,83.922927,-50.9919,9.3197,2770,0.9107,3274.947045,1.8202
1348,MICROSTRATEGY,US,US,Software & Computer Services,84.394965,-5.3572,391.765373,-1.1498,21.5422,2.975309,-64.1426,0.7595,-11.103421,1259.7818,-2.8342,1997,-16.6528,903.224572,-5.7214
1349,TOPSEC TECHNOLOGIES,China,China,Technology Hardware & Equipment,84.370085,15.3282,705.718979,-19.3356,11.9552,47.69814,63.3184,6.7588,84.905407,32.2583,12.0311,5357,1.4391,3080.984529,63.0831
1350,POSEIDA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,84.361553,71.4106,,,,13.778836,,,-103.128576,47.9534,,206,38.255,473.054813,
1351,SVENSKA HANDELSBANKEN,Sweden,EU,Banks,84.211692,-61.8854,4409.70291,-0.7091,1.9097,70.658094,-35.192,1.6023,2006.630087,-7.6207,45.5049,12563,0.1195,16865.70868,2.0534
1352,CEREVEL,US,US,Pharmaceuticals & Biotechnology,84.184713,105.3983,,,,15.395657,,,-121.519101,,,104,,,
